Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
100995,5KfJGQG2miIFHUGpDAdHys,Mike Ness;Billy Zoom,Cheating At Solitaire,Dope Fiend Blues,33,318000,False,0.457,0.916,3,-6.189,1,0.0556,8.03e-05,0.269,0.248,0.535,109.912,4,ska
57575,683Zokh8DyHi8UJCI6pz3k,JVKE,this is what sadness feels like (214Hz),wonder if she loves me,46,160676,False,0.463,0.58,0,-3.664,1,0.128,0.598,0.0,0.622,0.454,83.995,4,indie
23256,7mAYdYyUrkUSArOdSrC7rR,LU2VYK,Drew Barrymore,Drew Barrymore,52,205290,False,0.736,0.594,2,-6.479,1,0.0453,0.399,4.86e-06,0.326,0.426,103.007,4,deep-house
11015,3FAclTFfvUuQYnEsptbK8w,Amy Winehouse,Back To Black (Deluxe Edition),Back To Black,81,241293,True,0.403,0.422,7,-13.964,0,0.0373,0.134,2.05e-05,0.0861,0.378,122.728,4,british
8293,2ANowa0AGdnKfPGqvcDRp6,Louis Prima;Sam Butera & The Witnesses;Keely Smith,pov: you are an christmas elf,When You're Smiling/The Sheik Of Araby,0,240666,False,0.603,0.688,7,-9.69,0,0.196,0.19,0.0,0.0688,0.802,117.788,4,blues
82796,2G2fylyaJAYV9LgCY9gLMG,The Cowboys,The Bottom of a Rotten Flower,Some Things Never Change,21,104138,False,0.316,0.872,0,-1.667,1,0.04,0.0236,0.904,0.246,0.803,91.105,4,power-pop
21921,3gUQD6BF1RKWsWfboTZYuE,Omah Lay,Boy Alone,temptations,48,151588,False,0.572,0.515,3,-8.722,0,0.401,0.564,0.142,0.1,0.607,95.691,4,dancehall
19312,6P3WtLdcQjc2BpCHf5yATw,Parker McCollum,Tailgate Country,Handle On You,1,219333,False,0.588,0.931,6,-3.925,1,0.0318,0.00411,0.0,0.345,0.625,105.027,4,country
11842,6iXcuE0Itu6dpteHxlmBsI,Skunk Anansie,Paranoid & Sunburnt,All In The Name Of Pity,28,202066,False,0.403,0.858,9,-5.6,1,0.0665,0.00355,0.0026,0.0883,0.465,143.601,4,british
98325,6ETgYfvafJs1OZ29hORq6Y,Samantha Barks,Pretty Woman: The Musical (Original Broadway Cast Recording),This Is My Life,27,155526,False,0.57,0.502,2,-7.132,1,0.0314,0.537,0.0,0.136,0.236,137.849,4,show-tunes
7088,0mFErfI7fGpwQA3KqF4W6l,Balsam Range,Trains I Missed,East Virginia Blues,31,172133,False,0.558,0.831,9,-6.656,1,0.0318,0.459,0.00101,0.258,0.883,140.021,4,bluegrass
7440,6b6iNiE1qiH1iZ6mYEOU5I,Flatt & Scruggs,Town and Country,Nashville Blues,23,116386,False,0.488,0.437,2,-15.779,1,0.032,0.105,0.974,0.141,0.918,129.856,4,bluegrass
18808,3JSltrBE2Pe4lSDOtH5rwO,Ryan Stout,Touché,Logic,20,149506,True,0.526,0.837,1,-8.339,0,0.901,0.738,2.01e-06,0.676,0.363,102.971,3,comedy
62617,3osbtV03rQoOfuU0tLW0Gt,AK-69,DAWN,With You ~10年、20年経っても~,38,297146,False,0.679,0.597,0,-5.781,1,0.0688,0.62,0.0,0.0786,0.516,151.902,4,j-pop
52416,2XvCndkWhupzR6a6dD8IIG,Floyd Cramer,The Essential Floyd Cramer,Lovesick Blues,14,125733,False,0.669,0.652,0,-10.602,1,0.0366,0.681,0.282,0.101,0.966,87.797,4,honky-tonk
7918,5zsatkx2tAjgZSWAJGaK2T,Clarence White,33 Guitar Instrumentals,Black Mountain Blues (Rag),21,97293,False,0.465,0.474,2,-11.693,1,0.0335,0.926,0.913,0.312,0.963,64.496,4,bluegrass
52555,72ImaMPl5PWYPj7fwEgghc,Floyd Cramer,Originals,Last Date,13,142160,False,0.742,0.311,0,-14.76,1,0.0362,0.731,0.265,0.158,0.608,109.679,3,honky-tonk
7359,3wh7YxUoRm1wSpNNi4XYEe,Charlie Parr,Rooster,Wild Bill Jones,27,176920,False,0.653,0.352,7,-11.372,1,0.03,0.962,0.462,0.123,0.397,101.341,4,bluegrass
15721,7pFRhCj70NUNZG4xMDEQj8,Jazzinuf;Etymology Records,Soul Mates,Soul Mates,59,96343,False,0.517,0.509,3,-9.917,1,0.137,0.407,0.311,0.251,0.37,74.98,4,chill
13179,243G69RorFkN6EmV3T227b,Fast Eddie,Jack to the Sound,I Can Dance,13,302950,False,0.668,0.91,10,-8.417,0,0.0384,1.1e-05,0.915,0.337,0.903,123.45,4,chicago-house
101941,6tWJC2WMWzjfV3vHDFo3pJ,Baby Sleep Music;Baby Lullaby;Monarch Baby Lullaby Institute,"Baby Sleep Music: Soothing Baby Lullaby Music For Babies, Sleep Aid and Sleeping Music",Baby Music,32,134669,False,0.191,0.00272,9,-35.621,0,0.0392,0.995,0.965,0.0817,0.0391,64.017,5,sleep
111684,78FoWLcuFgI5QN2r9N8249,Gramatik,Water 4 The Soul,Guitar Madness,19,308387,False,0.56,0.626,10,-7.074,1,0.352,0.0502,0.00256,0.0884,0.386,186.098,4,trip-hop
30724,6Skh3CBum0pZw9TOr7FQnX,Gryffin;Audrey Mika,Safe With Me (with Audrey Mika),Safe With Me (with Audrey Mika),65,205164,False,0.497,0.757,11,-4.189,1,0.127,0.0449,0.0,0.119,0.507,169.902,4,edm
13996,5YITLGrLwB4h0rtEpjWQjt,Glenn Underground,The Jerusalem EP's,There Is A Time - Glenn's Favourite Mix,6,388693,False,0.796,0.606,7,-14.969,1,0.0518,0.00398,0.0919,0.049,0.531,121.895,4,chicago-house
19822,5KPjrk4LADrGKL2PSSU1lS,RaeLynn,Finest Country,Lonely Call,0,224106,False,0.588,0.722,6,-4.667,1,0.0289,0.0663,0.0,0.0721,0.243,145.926,4,country
76672,3UBX0ysWycKWiinU7GfoZX,Celtic Woman,"Decade. The Songs, The Show, The Traditions, The Classics.",Walking the Night/The World Falls Away,20,403373,False,0.284,0.232,2,-12.824,1,0.0378,0.841,6.14e-05,0.0897,0.155,117.456,4,opera
84361,1zfx0KZWQBKsBvQVDgS2Ic,Cem Karaca,Cemaz-Ûl-Evvel (Güldeste),Lümüne,35,278600,False,0.352,0.301,3,-15.009,1,0.0353,0.893,0.783,0.115,0.217,106.399,3,psych-rock
18092,3NhZQA5icTOkVTu2fsx5N3,Kevin Bloody Wilson,Kev's Back (The Return of the Yobbo),Kev's Courtin' Song,29,237610,True,0.773,0.433,4,-16.067,1,0.129,0.237,0.0,0.122,0.939,139.811,4,comedy
94694,3NKUFgqI2sMrtIRGx5IHwx,untrusted;creamy;11:11 Music Group,sweater weather / i wanna be your girlfriend,sweater weather / i wanna be your girlfriend,57,235161,False,0.655,0.538,10,-7.991,1,0.0378,0.299,0.393,0.0762,0.329,124.045,4,sad
113329,62shNor7VDjzBx8SC9YTPm,Chris Tomlin,Holy Roar,Praise Him Forever,44,293733,False,0.448,0.895,9,-4.265,1,0.0886,0.00413,0.0,0.0752,0.205,130.078,4,world-music
14615,4aY2hh55axhL2qYYqXNoOM,"""Puppy Dog Pals"" Cast",Puppy Dog Pals: Disney Junior Music,Going on a Mission,55,38144,False,0.629,0.776,7,-3.839,0,0.047,0.021,0.0,0.093,0.957,93.937,3,children
27235,1PoZH33EGyW5aTWEFRKKWe,Whiney,Teddy's Gate,Monty Zoomers,21,272914,False,0.474,0.91,8,-3.346,0,0.04,0.000842,0.878,0.0929,0.151,174.982,4,drum-and-bass
11851,7JK8XRHurusTnfalMv43sr,Snowy White;The White Flames,No Faith Required,Midnight Blues,49,513360,False,0.477,0.251,4,-12.852,0,0.0592,0.782,0.0387,0.0842,0.114,131.876,4,british
98691,6va0uR0XCeTX5DuT9S0Q4S,Lea Salonga,The Journey so Far,Your Song / Someone's Waiting for You,22,294866,False,0.444,0.209,0,-13.579,1,0.071,0.94,2.01e-05,0.701,0.171,90.656,3,show-tunes
7238,4uK4kHwFyJdehrTvdXAQhr,John Hartford,Aereo-Plain,Steamboat Whistle Blues,27,205253,False,0.554,0.493,7,-12.303,1,0.032,0.41,0.00422,0.168,0.831,105.739,4,bluegrass
1328,5aqzJkElPJ4mN16RGnn4bK,The Poets Of Rhythm,Discern / Define,Ham Gallery,23,201400,False,0.781,0.848,7,-9.61,1,0.0898,0.0276,0.767,0.0472,0.641,109.49,4,afrobeat
98324,62PIPtJCvA2axjPdpqJWGf,Sherie Rene Scott;Norbert Leo Butz,The Last Five Years (Original Cast Recording),A Miracle Would Happen / When You Come Home to Me,27,320226,False,0.397,0.46,2,-10.389,1,0.114,0.817,0.0,0.185,0.323,86.163,5,show-tunes
98428,5pK0PVG8WYWDuVucAjV50t,Michael Cerveris,Fun Home (A New Broadway Musical),Edges of the World,25,202760,False,0.326,0.312,1,-12.687,1,0.0644,0.793,0.0,0.275,0.219,168.722,4,show-tunes
22581,1B5YsfY3azhY2WBsyK0NgC,Upon A Burning Body,The World Is My Enemy Now,I've Earned My Time,23,187733,False,0.459,0.995,7,-2.107,0,0.131,0.000123,0.0,0.183,0.29,127.343,4,death-metal
80632,3uZiNvBNQldjl4OJiKsuxe,Ajay-Atul;Vishal Dadlani,Brothers (Original Motion Picture Soundtrack),Brothers Anthem,59,353676,False,0.552,0.668,2,-9.111,1,0.0473,0.421,0.0117,0.159,0.152,95.032,4,pop-film
58904,2S72Aie2LSwtFLRtUcFrdD,Cold,Year Of The Spider,Gone Away (A Song For Starr),42,193866,False,0.256,0.8,8,-5.398,1,0.0361,0.0043,2.82e-05,0.114,0.139,113.845,4,industrial
7847,0fJYZMQzBB2O7FsXiBZX2b,Old & In The Way,Breakdown,Down Where The River Bends,21,275066,False,0.447,0.315,10,-15.271,1,0.036,0.656,0.0105,0.896,0.72,129.551,4,bluegrass
82373,4DyrcSV3fWTF6ENIgKBCxP,Sloppy Seconds,Destroyed,Come Back Traci,24,125546,True,0.476,0.919,11,-6.178,1,0.0661,0.0021,1.02e-05,0.0345,0.827,103.585,4,power-pop
29587,2rAH5DmorvybHnY6wqFaIA,Virtual Riot,Simulation,REDLINE,43,174857,False,0.684,0.993,10,-1.866,0,0.0977,0.00281,0.332,0.38,0.534,140.025,4,dubstep
24915,30HJwA7Q1x1kYdgaNjg6Ix,Robert Hood,The Pace,Wandering Endlessly,7,631703,False,0.78,0.415,0,-16.044,0,0.0463,0.625,0.862,0.117,0.516,126.275,3,detroit-techno
23693,7hPwgTYYLfqKQ3T6KgeC2K,Viva La Panda;José Lucas;Bloke & Bird,Love In California,Love In California,50,175169,False,0.648,0.773,6,-6.705,0,0.0344,0.00335,3.26e-05,0.272,0.501,117.985,4,deep-house
11358,1kDkaFlmkdEZiVUogaP9OZ,The Beatles,Revolver (Remastered),For No One - Remastered 2009,62,119813,False,0.483,0.351,1,-10.487,0,0.0278,0.783,0.0,0.115,0.713,81.208,4,british
30687,61k7xAKMsuvTf2j2YnieSi,Elektronomia,Sky High,Sky High,61,236254,False,0.592,0.956,0,-2.068,0,0.044,0.105,0.00289,0.344,0.193,128.084,4,edm
81776,1I2MEjnS9c4OPMnKWbIuYs,BLACKPINK,BORN PINK,Hard to Love,80,162569,True,0.647,0.723,5,-6.214,1,0.0491,0.00503,0.0,0.176,0.443,105.001,4,pop
489,353rT3h7ABEWWBe6Hr7EZD,Days N Daze,The Oogle Deathmachine,"Little Blue Pills, Pt. 2",31,265195,True,0.501,0.672,2,-10.225,0,0.0637,0.674,0.000162,0.0674,0.961,122.041,4,acoustic
105953,62j6LjW7GCAeHr5D2E20d4,Blackburri,The Mysterious Tale of Cat,The Mysterious Tale of Cat,19,170714,False,0.725,0.13,1,-16.784,1,0.226,0.901,0.934,0.622,0.297,168.02,4,study
1672,6mCl1YEddP0ZB9xM0UnvGy,Lefties Soul Connection,Hutspot,It's Your Thing / Hey Pocky a-Way,19,302506,False,0.508,0.882,5,-4.505,0,0.121,0.0351,0.00264,0.178,0.842,170.223,4,afrobeat
98324,62PIPtJCvA2axjPdpqJWGf,Sherie Rene Scott;Norbert Leo Butz,The Last Five Years (Original Cast Recording),A Miracle Would Happen / When You Come Home to Me,27,320226,False,0.397,0.46,2,-10.389,1,0.114,0.817,0.0,0.185,0.323,86.163,5,show-tunes
45898,77cLX2qF8KVj7kcjaND69o,Django Reinhardt;Benny Carter,All Star Sessions,Farewell Blues,22,194400,False,0.583,0.304,10,-9.511,1,0.0522,0.983,0.911,0.0971,0.913,185.963,4,guitar
78424,6DZTKtFRlprdZ0xOJ6zkSn,Höhner,Wenn et Hätz dich röf,Wenn et Hätz dich röf,31,179876,False,0.592,0.856,4,-3.516,0,0.0336,0.043,0.0,0.396,0.799,130.003,4,party
111694,4vUDCPyk0Jc062A4nxzmc8,De-Phazz,Death by Chocolate,Call You / Love's Labour's Lost,19,325800,False,0.572,0.68,0,-10.551,0,0.0545,0.698,0.0878,0.347,0.589,170.629,4,trip-hop
23446,4XzIist5bvsQp1lVib68Eq,Deepend;Brendan Mills,Ain't No Sunshine,Ain't No Sunshine,0,126859,False,0.715,0.627,9,-7.956,0,0.0273,0.168,0.000699,0.143,0.436,100.031,4,deep-house
7238,4uK4kHwFyJdehrTvdXAQhr,John Hartford,Aereo-Plain,Steamboat Whistle Blues,27,205253,False,0.554,0.493,7,-12.303,1,0.032,0.41,0.00422,0.168,0.831,105.739,4,bluegrass
1886,2a4pTooehkmiD7hQ5DeyC5,Manu Dibango,African Voodoo,Soul Saxes Meeting,17,178428,False,0.636,0.826,3,-7.486,1,0.0585,0.461,0.271,0.141,0.731,102.809,4,afrobeat
24420,1dcCbOhMl5LKAj27DrINGN,Surgeon,Midnight Club Tracks II,"Midnight Club Tracks II, Pt. 1",7,408358,False,0.695,0.983,10,-6.204,0,0.0509,0.000169,0.895,0.0437,0.37,133.989,4,detroit-techno
82480,7EYoPg7AavQDIxhuPcMzsu,The Dollyrots,Barefoot and Pregnant,Da Doo Ron Ron / I Wanna Be Sedated,22,180119,False,0.522,0.914,7,-5.27,1,0.0363,0.000194,7.36e-05,0.199,0.721,98.046,4,power-pop
10114,5HWR5bZ3SBN6zA6zHJS3Y6,Propellerheads,Decksandrumsandrockandroll 20th anniversary,Spybreak!,43,420066,False,0.587,0.928,10,-6.74,0,0.053,7.55e-05,0.899,0.238,0.608,127.875,4,breakbeat
7881,0TxD3HD4pAqdl7Ov8u0ecz,Norman Blake,Back Home In Sulphur Springs,Down Home Summertime Blues,20,222000,False,0.618,0.474,7,-11.444,1,0.0285,0.866,0.0066,0.101,0.477,93.43,4,bluegrass
8622,6gJnxMZphJt3sk2JJXTkoJ,John Lee Hooker,Urban Blues (Expanded Edition),Boom Boom,58,160560,False,0.646,0.395,1,-12.828,0,0.254,0.269,0.00666,0.0741,0.848,155.839,4,blues
23153,1xlXvK3CtEGFttrOPijgCS,Ömer Balık,Coffee Blues,Coffee Blues,53,220000,False,0.843,0.37,6,-11.635,0,0.041,0.521,0.0097,0.114,0.664,99.996,4,deep-house
17160,10ZzDXNhc56QQfMDF9loIS,ZABO,Crusade,Crusade,39,174545,False,0.547,0.855,10,-4.688,0,0.248,0.0505,0.308,0.236,0.202,110.023,4,club
36305,5ORJq9RvKIVGf1pVWWTUB7,Lonely in the Rain;SOMOH,Way Back Home,Way Back Home,52,184509,False,0.521,0.493,1,-10.006,1,0.0479,0.595,0.166,0.127,0.0517,107.107,4,french
106839,2GZ9n5ro8Kcj2IVg1XHHYE,Eddie Meduza,Silver Wheels,Silver Wheels,36,190960,False,0.759,0.612,4,-8.08,1,0.0322,0.24,9.95e-05,0.112,0.961,127.757,4,swedish
76655,0fv5sRuMd1jOaqYAyjO76r,Sol3 Mio,Coming Home,Blue Bayou,20,270675,False,0.579,0.26,7,-9.869,1,0.0312,0.912,0.000218,0.114,0.345,82.339,4,opera
38221,5ncofiedz9Ej6YkvvXMKVn,The Strokes,The New Abnormal,Not The Same Anymore,59,337333,False,0.353,0.613,9,-5.9,1,0.031,0.384,0.0123,0.103,0.282,177.375,4,garage
82480,7EYoPg7AavQDIxhuPcMzsu,The Dollyrots,Barefoot and Pregnant,Da Doo Ron Ron / I Wanna Be Sedated,22,180119,False,0.522,0.914,7,-5.27,1,0.0363,0.000194,7.36e-05,0.199,0.721,98.046,4,power-pop
105212,5bKji6Rf7EryI5OxqbIaIP,Nathan Kawanishi,Lush Loops,Rained In,36,157846,False,0.521,0.54,7,-9.659,1,0.0354,0.338,0.973,0.341,0.124,130.171,4,study
18936,788z3begie1NffhM8RWWiI,David Cross,"Oh, Come On",My Very Extra Special Trump Fantasy,21,602225,True,0.625,0.531,10,-15.791,1,0.921,0.349,0.0,0.928,0.493,104.856,5,comedy
75255,7Ij1B22a0APAMo972a9KH1,Yanni,Yanni Live!: The Concert Event,Prelude (Live),39,321133,False,0.127,0.204,11,-14.33,0,0.042,0.968,0.455,0.243,0.0397,84.345,3,new-age
110132,5x4wjHroFa5k0gUCzpYZAn,Armin van Buuren,ASOT 1090 - A State Of Trance Episode 1090,"A State Of Trance (ASOT 1090) - Tune Of The Year Votings, Pt. 3",41,44920,False,0.311,0.914,0,-8.082,1,0.0654,0.000777,1.87e-05,0.833,0.377,138.035,4,trance
8464,6NJQpFNkDCMaRBogIi9sOI,The Jon Spencer Blues Explosion,Orange,Bellbottoms,55,317986,False,0.311,0.882,2,-3.26,1,0.215,0.00895,0.205,0.253,0.435,162.189,4,blues
1672,6mCl1YEddP0ZB9xM0UnvGy,Lefties Soul Connection,Hutspot,It's Your Thing / Hey Pocky a-Way,19,302506,False,0.508,0.882,5,-4.505,0,0.121,0.0351,0.00264,0.178,0.842,170.223,4,afrobeat
53454,46lFttIf5hnUZMGvjK0Wxo,Galantis,Pharmacy,Runaway (U & I),75,227073,False,0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008,4,house
61446,5vxYlWqJGhNpzqClqUbDPG,Shiritsu Ebisu Chugaku,Major Debut 10th Anniversary Album 中吉,HOT UP!!!,21,277320,False,0.46,0.936,1,-3.304,1,0.106,0.00254,0.000603,0.277,0.669,167.946,4,j-idol
111129,4kOy7M6eT5kYJCZxh0c6Lh,Portishead,Third,The Rip,56,270960,False,0.418,0.486,9,-9.421,0,0.0318,0.929,0.461,0.0988,0.249,74.924,4,trip-hop
50808,0ni7zHHFhxRMwJLebOh4Ah,Lordi,Lordiversity - The Masterbeast From The Moon,Robots Alive!,19,249360,False,0.673,0.712,5,-9.633,1,0.0291,0.00154,0.000149,0.122,0.69,135.99,4,heavy-metal
101411,0ETgVH10Y5yiljMWO5kNtV,Rebecka Aether,Stories,Stories,65,172557,False,0.133,0.0133,5,-33.01,1,0.0422,0.959,0.826,0.105,0.0594,64.156,3,sleep
2600,40gvh6jP5qxMJuMmF9lG9A,The Neighbourhood,Wiped Out!,Baby Came Home 2 / Valentines,71,390493,False,0.21,0.499,2,-9.754,0,0.0485,0.0687,0.00315,0.773,0.108,74.094,4,alt-rock
59650,7y1EM4vFDgxpB3Rr4zKRzK,Kahtmayan,Resurrection 1,The Wonderer,2,313237,False,0.588,0.906,6,-4.664,0,0.0911,0.0099,0.045,0.0626,0.28,108.994,3,iranian
4696,6IUwiHsyKAZtfBy37Wu4ij,Grouper,Dragging a Dead Deer Up a Hill,Heavy Water/I'd Rather Be Sleeping,53,173026,False,0.458,0.309,2,-14.186,1,0.0283,0.909,0.956,0.118,0.0556,106.006,4,ambient
59600,7E5b7W5Yl3IlJwAavcfkSr,Saba Alizadeh,Scattered Memories,Dream,11,189740,False,0.371,0.261,9,-16.257,0,0.0448,0.953,0.597,0.319,0.0382,57.767,3,iranian
84306,6zGFOp6rJZbYSp9DQO5AHY,Pink Floyd,Obscured by Clouds,Wot's...Uh the Deal,53,309106,False,0.479,0.324,7,-16.001,1,0.0255,0.204,0.0,0.0675,0.57,86.75,4,psych-rock
8950,5P1tKRDdj7gJEFuqtKYJPA,Alvin Lee,The Anthology,The Bluest Blues,40,446240,False,0.299,0.478,9,-6.205,0,0.0268,0.501,0.293,0.0781,0.239,149.748,4,blues
7362,1D5IQXGW1gIIIxQHLymxMO,The Avett Brothers,"Live, Volume 2",November Blues,27,364560,False,0.444,0.331,11,-11.79,1,0.0355,0.69,2.2e-05,0.376,0.484,74.89,4,bluegrass
110928,0pMqxVqhkyRGPeeNqgsLS8,Tritonal;Eric Lumiere,Live In The Sky (Original + Steve Brian Remix),Live In The Sky,25,218536,False,0.61,0.88,4,-5.157,1,0.0361,0.00189,0.00249,0.23,0.493,121.952,4,trance
109074,1amfDxySvja0PP6LjosvNB,Agents Of Time,The Mirage EP,The Mirage,53,371903,False,0.724,0.866,10,-7.028,0,0.0448,0.0658,0.923,0.103,0.525,126.0,4,techno
101367,3TbpSrPPu4ms56pWz6w6Bk,Outside Broadcast Recordings,Rain Sound Recouperation,Night Rain,39,210938,False,0.163,0.998,4,-21.483,0,0.0507,0.87,0.642,0.961,1e-05,111.697,3,sleep
50783,54iiSzKwbQfj8Qvlujp8w9,Riff,Que Sea Rock,Tigre Hotel,21,279000,False,0.421,0.884,9,-4.85,1,0.0529,2.09e-05,0.0614,0.908,0.401,127.521,4,heavy-metal
13224,4D5fACpFqILP8V1487zz5N,Glenn Underground,Forgotten Art,Forgotten Art (Music),12,461560,False,0.703,0.821,10,-14.908,0,0.0464,0.054,0.918,0.0947,0.912,124.985,4,chicago-house
47302,4ECNtOnqzxutZkXP4TE3n3,Journey,Frontiers,Separate Ways (Worlds Apart),74,323706,False,0.451,0.962,0,-3.947,1,0.0734,0.0188,3.17e-06,0.277,0.377,131.435,4,hard-rock
59696,0ZVgOdwrHcAxxhxLrS1ZsG,Idlefon,"Emerging Organisms, Vol. 5",Stonefall,0,359199,False,0.35,0.583,2,-14.188,0,0.068,0.859,0.925,0.111,0.141,109.971,4,iranian
62957,02cIqYTYys4M1RBFiBKIEt,Rie fu,Rie fu,Life is Like a Boat,49,300306,False,0.666,0.371,11,-8.471,1,0.0274,0.502,4.55e-05,0.211,0.468,100.258,4,j-pop
72052,5I29F9GR0OkaU1nuxp9hU8,Lamb of God,Lamb of God,Memento Mori,56,348099,False,0.538,0.984,2,-4.589,1,0.0992,0.000149,0.787,0.127,0.0494,123.008,4,metalcore
44899,5uJkC7nMVgXzbAl1j0vGZZ,Alice In Chains,Live,"Would? - Live at Glasgow Barrowland, Glasgow, UK March 1993",26,228866,False,0.203,0.922,1,-6.358,1,0.0682,1.79e-05,0.535,0.789,0.27,92.48,4,grunge
47264,0DnGfA1r8pAssJCuq4ojla,Gary Moore,Still Got The Blues,Still Got The Blues,68,370866,False,0.189,0.39,9,-14.497,0,0.0353,0.257,0.000152,0.122,0.32,169.563,3,hard-rock
18687,29Ix5oCICnAYsiV7UtKFDZ,Baron Vaughn,Holy Fuck. Live Comedy.,Baron Vaughn,21,282406,True,0.432,0.715,2,-11.85,1,0.853,0.819,0.0,0.978,0.582,92.359,1,comedy
42289,6zK4sBRKqoX0snAMolmMSg,Anal Cunt,Anal Cunt Old Stuff Part 3,I'm Hitler,15,42586,False,0.416,0.98,3,-6.75,0,0.148,0.00104,0.945,0.0947,0.38,108.64,1,grindcore
36636,6wptozcE7gLLscFWnhUgxB,Miss Kittin;The Hacker,Tsugi Electro,Frank Sinatra,2,232417,False,0.866,0.847,10,-4.498,0,0.041,0.000937,0.0145,0.0549,0.644,124.841,4,french
64476,5Jnh5dLxOh38cHsNXESnle,Dean Martin,Xmas Classics 2022,The Christmas Blues,0,175400,False,0.383,0.136,2,-16.138,1,0.0396,0.851,0.0,0.107,0.422,71.126,4,jazz
