T1_index,T2_index,cosine_similarity,cosine_distance
214,14655,0.1398545,0.8601455
215,17494,0.17115974,0.82884026
216,98691,0.1035278,0.8964722
217,98691,0.1087086,0.8912914
218,1672,0.1339622,0.8660378
219,53454,0.147865,0.852135
220,62418,0.0522012,0.9477988
221,46256,0.0783271,0.9216729
222,52724,0.075913,0.924087
223,105953,0.1822034,0.8177966
224,11540,0.2121595,0.7878405
225,66586,0.0697584,0.9302416
226,94879,0.0979075,0.9020925
227,111392,0.10187423,0.89812577
228,82480,0.10864514,0.89135486
229,111507,0.1041347,0.8958653
230,76354,0.02528846,0.97471154
231,61182,0.13551414,0.86448586
232,42930,0.02289367,0.97710633
233,489,0.1426169,0.8573831
234,14766,0.0463917,0.9536083
235,94134,0.11880434,0.88119566
236,19877,0.2658112,0.7341888
237,16665,0.2156883,0.7843117
238,101191,0.1982362,0.8017638
239,82480,0.12391186,0.87608814
240,7918,0.1844543,0.8155457
241,66122,0.0508763,0.9491237
242,11480,0.0,1.0
243,50808,0.0351754,0.9648246
244,84623,0.0,1.0
245,7918,0.2696613,0.7303387
246,11507,0.1878263,0.8121737
247,56272,0.0276007,0.9723993
248,73515,0.04212344,0.95787656
249,14305,0.1378313,0.8621687
250,43100,0.12428457,0.87571543
251,7955,0.06786966,0.93213034
252,23153,0.04364043,0.95635957
253,44512,0.05145705,0.94854295
254,113976,0.2256448,0.7743552
255,98302,0.0883405,0.9116595
256,7918,0.1459381,0.8540619
257,7864,0.0597457,0.9402543
258,101941,0.03190374,0.96809626
259,5023,0.17555934,0.82444066
260,38608,0.17945814,0.82054186
261,60784,0.1187453,0.8812547
262,80751,0.0732034,0.9267966
263,17831,0.0543412,0.9456588
264,1814,0.1395097,0.8604903
265,103,0.0,1.0
266,48202,0.1335523,0.8664477
267,111876,0.0,1.0
268,52233,0.16318506,0.83681494
269,68081,0.2540419,0.7459581
270,15849,0.2634435,0.7365565
271,59818,0.10500944,0.89499056
272,48202,0.1118344,0.8881656
273,82989,0.1184287,0.8815713
274,79213,0.0464336,0.9535664
275,101890,0.0797818,0.9202182
276,1672,0.1638655,0.8361345
277,52268,0.07031685,0.92968315
278,13224,0.1594331,0.8405669
279,7701,0.149776,0.850224
280,23153,0.085725,0.914275
281,7969,0.28604794,0.71395206
282,92003,0.3001183,0.6998817
283,8505,0.14656484,0.85343516
284,52923,0.0605714,0.9394286
285,60325,0.2149298,0.7850702
286,53699,0.03909284,0.96090716
287,36818,0.2002074,0.7997926
288,15743,0.1592611,0.8407389
289,3930,0.12249583,0.87750417
290,101288,0.06750095,0.93249905
291,71041,0.10602903,0.89397097
292,106750,0.2716858,0.7283142
293,26993,0.0779127,0.9220873
294,7003,0.0983083,0.9016917
295,59517,0.18820524,0.81179476
296,5069,0.1794014,0.8205986
297,100995,0.16070575,0.83929425
298,14115,0.121959,0.878041
299,2893,0.21983266,0.78016734
300,83425,0.2127031,0.7872969
301,47516,0.2309576,0.7690424
302,49177,0.0561554,0.9438446
303,98222,0.13186246,0.86813754
304,10715,0.09738034,0.90261966
305,106771,0.26194644,0.73805356
306,23980,0.1164148,0.8835852
307,13175,0.16921365,0.83078635
308,66387,0.0,1.0
309,20161,0.09037554,0.90962446
310,66018,0.19814634,0.80185366
311,7790,0.1696212,0.8303788
312,84699,0.25939095,0.74060905
313,38605,0.1103166,0.8896834
314,15743,0.1195435,0.8804565
315,52217,0.01737374,0.98262626
316,7701,0.1070476,0.8929524
317,105754,0.26687735,0.73312265
318,21853,0.0871739,0.9128261
319,59522,0.0516743,0.9483257
320,52417,0.18268114,0.81731886
321,58167,0.0798732,0.9201268
322,100702,0.04967546,0.95032454
323,75347,0.2273599,0.7726401
324,41081,0.0,1.0
325,11574,0.1125067,0.8874933
326,112783,0.06517696,0.93482304
327,58721,0.05389905,0.94610095
328,26993,0.0,1.0
329,7404,0.1354766,0.8645234
330,100995,0.1371693,0.8628307
331,54454,0.1621457,0.8378543
332,36492,0.21971494,0.78028506
333,36832,0.0824649,0.9175351
334,24395,0.14983714,0.85016286
335,100995,0.11055624,0.88944376
336,95473,0.40184903,0.59815097
337,18572,0.1742252,0.8257748
338,52692,0.17170227,0.82829773
339,489,0.1566354,0.8433646
340,72708,0.04753405,0.95246595
341,92331,0.2441883,0.7558117
342,58134,0.05214304,0.94785696
343,21577,0.0955354,0.9044646
344,774,0.0,1.0
345,4388,0.09919244,0.90080756
346,27454,0.0960829,0.9039171
347,98619,0.21290904,0.78709096
348,41515,0.0367969,0.9632031
349,58153,0.06142354,0.93857646
350,7440,0.22788256,0.77211744
351,11683,0.1923475,0.8076525
352,75063,0.12799984,0.87200016
353,27766,0.0,1.0
354,105859,0.17326677,0.82673323
355,98221,0.1885561,0.8114439
356,98351,0.0352881,0.9647119
357,42515,0.1561466,0.8438534
358,52678,0.20327926,0.79672074
359,33212,0.16764253,0.83235747
360,13224,0.1506664,0.8493336
361,15748,0.14972115,0.85027885
362,1672,0.1311177,0.8688823
363,26993,0.0264226,0.9735774
364,18203,0.0614843,0.9385157
365,75671,0.1004075,0.8995925
366,41430,0.081123,0.918877
367,54254,0.0798342,0.9201658
368,28024,0.0184425,0.9815575
369,42695,0.1250017,0.8749983
370,98501,0.18012655,0.81987345
371,103726,0.101718,0.898282
372,23101,0.1019183,0.8980817
373,79269,0.04500586,0.95499414
374,100995,0.1460159,0.8539841
375,15256,0.0,1.0
376,28424,0.1553517,0.8446483
377,52054,0.04198843,0.95801157
378,83834,0.0336168,0.9663832
379,58202,0.18945146,0.81054854
380,6422,0.0686091,0.9313909
381,7238,0.07486224,0.92513776
382,50132,0.14240384,0.85759616
383,113151,0.12554824,0.87445176
384,14115,0.1638405,0.8361595
385,47729,0.19265616,0.80734384
386,52522,0.1064494,0.8935506
387,79767,0.02730143,0.97269857
388,90758,0.11559963,0.88440037
389,10400,0.186089,0.813911
390,98217,0.57387882,0.42612118
391,60785,0.1189598,0.8810402
392,98691,0.09603375,0.90396625
393,52380,0.28126633,0.71873367
394,4696,0.21959114,0.78040886
395,52416,0.1138488,0.8861512
396,8311,0.12707716,0.87292284
397,26491,0.2481588,0.7518412
398,65795,0.22859716,0.77140284
399,110346,0.0209746,0.9790254
400,6040,0.15942705,0.84057295
401,72481,0.06959784,0.93040216
402,105191,0.17986345,0.82013655
403,33480,0.11372185,0.88627815
404,27819,0.1576527,0.8423473
405,19827,0.03811884,0.96188116
406,14509,0.1428987,0.8571013
407,61721,0.1553372,0.8446628
408,44577,0.1979021,0.8020979
409,23936,0.1321798,0.8678202
410,103468,0.05191684,0.94808316
411,75636,0.10159016,0.89840984
412,54185,0.0607987,0.9392013
413,100764,0.14285016,0.85714984
414,14620,0.02933115,0.97066885
415,69253,0.1461573,0.8538427
416,342,0.07370913,0.92629087
417,7238,0.2028146,0.7971854
418,10818,0.50706303,0.49293697
419,72972,0.0,1.0
420,19683,0.0974144,0.9025856
421,98691,0.1206877,0.8793123
422,12323,0.258881,0.741119
423,106811,0.252504,0.747496
424,17756,0.0836431,0.9163569
425,104475,0.1038939,0.8961061
426,84718,0.0514526,0.9485474
427,1963,0.12820435,0.87179565
428,24240,0.0856276,0.9143724
429,19772,0.053467,0.946533
430,98450,0.05801237,0.94198763
431,38417,0.05695075,0.94304925
432,98691,0.0872233,0.9127767
433,18169,0.0664982,0.9335018
434,17742,0.04027534,0.95972466
435,101943,0.07552654,0.92447346
436,52246,0.33892345,0.66107655
437,18172,0.156488,0.843512
438,66105,0.10673106,0.89326894
439,103884,0.0846575,0.9153425
440,69208,0.1836498,0.8163502
441,11755,0.05876446,0.94123554
442,52370,0.1508535,0.8491465
443,57854,0.0963052,0.9036948
444,90205,0.0,1.0
445,52322,0.1822297,0.8177703
446,1672,0.1173396,0.8826604
447,7359,0.2273983,0.7726017
448,98302,0.0883405,0.9116595
449,11851,0.03724355,0.96275645
450,6597,0.1803618,0.8196382
451,92996,0.11899513,0.88100487
452,94559,0.12871885,0.87128115
453,110134,0.1551411,0.8448589
454,45898,0.0776609,0.9223391
455,21825,0.0844238,0.9155762
456,19683,0.1382402,0.8617598
457,82480,0.1234566,0.8765434
458,28102,0.0482179,0.9517821
459,1516,0.030475,0.969525
460,101194,0.18520933,0.81479067
461,82480,0.19484854,0.80515146
462,111912,0.0675416,0.9324584
463,19819,0.0540709,0.9459291
464,8761,0.1165284,0.8834716
465,66568,0.11802876,0.88197124
466,24176,0.1110859,0.8889141
467,35303,0.0,1.0
468,105062,0.04903036,0.95096964
469,109284,0.0626971,0.9373029
470,111572,0.15547484,0.84452516
471,106013,0.1355173,0.8644827
472,92393,0.0561328,0.9438672
473,21554,0.13534236,0.86465764
474,39964,0.1873594,0.8126406
475,22354,0.1131726,0.8868274
476,41353,0.1078291,0.8921709
477,33212,0.07051367,0.92948633
478,26330,0.0909755,0.9090245
479,76952,0.0,1.0
480,110063,0.166554,0.833446
481,50314,0.0540435,0.9459565
482,7918,0.16121423,0.83878577
483,84868,0.07410836,0.92589164
484,83338,0.0997694,0.9002306
485,33212,0.0548146,0.9451854
486,64760,0.0361963,0.9638037
487,31337,0.0,1.0
488,52692,0.3251712,0.6748288
489,60299,0.0423629,0.9576371
490,57584,0.10101575,0.89898425
491,19941,0.1202067,0.8797933
492,24414,0.1168034,0.8831966
493,84174,0.15205425,0.84794575
494,36983,0.14244956,0.85755044
495,94060,0.05362105,0.94637895
496,52176,0.2329315,0.7670685
497,100995,0.19938207,0.80061793
498,92134,0.02695966,0.97304034
499,52370,0.0576227,0.9423773
500,90831,0.1002511,0.8997489
501,46447,0.17780614,0.82219386
502,113862,0.198473,0.801527
503,100995,0.1538445,0.8461555
504,52259,0.18876576,0.81123424
505,54894,0.0317779,0.9682221
506,32605,0.04522204,0.95477796
507,110928,0.0804793,0.9195207
508,86315,0.11172,0.88828
509,7238,0.1391659,0.8608341
510,18281,0.06827897,0.93172103
511,69264,0.0605283,0.9394717
512,87627,0.1095178,0.8904822
513,79546,0.0294438,0.9705562
514,52370,0.14529026,0.85470974
515,58153,0.04535854,0.95464146
516,25317,0.09160256,0.90839744
517,86554,0.1510476,0.8489524
518,82611,0.1290143,0.8709857
519,4183,0.0532392,0.9467608
520,950,0.25666666,0.74333334
521,68725,0.0726808,0.9273192
522,60477,0.0682789,0.9317211
523,17296,0.10811186,0.89188814
524,32887,0.0,1.0
525,53679,0.14929646,0.85070354
526,49185,0.06628346,0.93371654
527,38992,0.13136166,0.86863834
528,3951,0.14018565,0.85981435
529,76386,0.22204334,0.77795666
530,75809,0.0881443,0.9118557
531,47611,0.0393741,0.9606259
532,19331,0.348317,0.651683
533,11851,0.10049456,0.89950544
534,33014,0.0591333,0.9408667
535,14557,0.0,1.0
536,1672,0.1643518,0.8356482
537,63640,0.07662714,0.92337286
538,58504,0.065604,0.934396
539,101814,0.1655195,0.8344805
540,108730,0.13172793,0.86827207
541,13224,0.1993382,0.8006618
542,98925,0.10462415,0.89537585
543,48190,0.0725597,0.9274403
544,43288,0.112016,0.887984
545,47816,0.05063623,0.94936377
546,7238,0.09516144,0.90483856
547,33892,0.05315787,0.94684213
548,16236,0.42648125,0.57351875
549,24420,0.2268172,0.7731828
550,13105,0.0,1.0
551,25194,0.0809104,0.9190896
552,26864,0.1952275,0.8047725
553,939,0.1839246,0.8160754
554,7496,0.03662324,0.96337676
555,39645,0.16001856,0.83998144
556,24882,0.0669892,0.9330108
557,100589,0.1609318,0.8390682
558,23343,0.12736166,0.87263834
559,54060,0.10358566,0.89641434
560,1672,0.28702945,0.71297055
561,28274,0.09990287,0.90009713
562,99713,0.0904914,0.9095086
563,11851,0.0325556,0.9674444
564,7487,0.06050324,0.93949676
565,84315,0.11533993,0.88466007
566,51473,0.1739099,0.8260901
567,6034,0.1150689,0.8849311
568,6451,0.1309692,0.8690308
569,76200,0.0777822,0.9222178
570,36079,0.051045,0.948955
571,92895,0.0,1.0
572,26491,0.18251824,0.81748176
573,18182,0.10489327,0.89510673
574,36513,0.0,1.0
575,49632,0.1495162,0.8504838
576,39110,0.0654968,0.9345032
577,72717,0.1571071,0.8428929
578,13291,0.1815785,0.8184215
579,45898,0.0929643,0.9070357
580,73986,0.16803813,0.83196187
581,86586,0.06984174,0.93015826
582,105999,0.12587756,0.87412244
583,52416,0.1006097,0.8993903
584,24266,0.0995246,0.9004754
585,5442,0.07179004,0.92820996
586,25188,0.27176917,0.72823083
587,27471,0.1375339,0.8624661
588,112579,0.0396436,0.9603564
589,75892,0.0,1.0
590,7487,0.1419736,0.8580264
591,1447,0.0952594,0.9047406
592,24391,0.16372216,0.83627784
593,7475,0.1106166,0.8893834
594,3030,0.1388016,0.8611984
595,7362,0.0549343,0.9450657
596,7886,0.0854646,0.9145354
597,78604,0.14234585,0.85765415
598,43805,0.12566185,0.87433815
599,2702,0.10646045,0.89353955
600,41404,0.045651,0.954349
601,65396,0.17176855,0.82823145
602,38724,0.09069085,0.90930915
603,26993,0.058771,0.941229
604,82472,0.1059066,0.8940934
605,17160,0.0,1.0
606,52293,0.10284466,0.89715534
607,15743,0.13738334,0.86261666
608,59232,0.0685316,0.9314684
609,60630,0.0262684,0.9737316
610,26610,0.3556781,0.6443219
611,84830,0.03694487,0.96305513
612,46104,0.146264,0.853736
613,107482,0.15167797,0.84832203
614,85047,0.0579272,0.9420728
615,62999,0.0,1.0
616,11315,0.2123649,0.7876351
617,94749,0.04198265,0.95801735
618,10516,0.04152215,0.95847785
619,24284,0.0,1.0
620,75331,0.1322011,0.8677989
621,51664,0.1675812,0.8324188
622,7088,0.07727414,0.92272586
623,45712,0.12907964,0.87092036
624,27944,0.1634434,0.8365566
625,23153,0.16826624,0.83173376
626,101245,0.11133236,0.88866764
627,14145,0.0472613,0.9527387
628,1672,0.1733213,0.8266787
629,46906,0.0,1.0
630,107473,0.0991012,0.9008988
631,109813,0.0627971,0.9372029
632,98324,0.1517694,0.8482306
633,18572,0.1370517,0.8629483
634,60359,0.03720754,0.96279246
635,26993,0.06002647,0.93997353
636,45588,0.27705276,0.72294724
637,17857,0.03707594,0.96292406
638,63327,0.0,1.0
639,44800,0.09453213,0.90546787
640,66015,0.0489362,0.9510638
641,106047,0.2222823,0.7777177
642,75439,0.12668866,0.87331134
643,105703,0.0686341,0.9313659
644,1896,0.10458183,0.89541817
645,50196,0.16294914,0.83705086
646,52414,0.2357383,0.7642617
647,22816,0.1102582,0.8897418
648,33106,0.174364,0.825636
649,103816,0.114539,0.885461
650,1672,0.1516592,0.8483408
651,105312,0.1288383,0.8711617
652,100577,0.1873583,0.8126417
653,11325,0.0134218,0.9865782
654,41432,0.05136293,0.94863707
655,110228,0.1414845,0.8585155
656,98925,0.1665639,0.8334361
657,82480,0.1173457,0.8826543
658,82807,0.0325804,0.9674196
659,82480,0.1457902,0.8542098
660,15349,0.04737973,0.95262027
661,54715,0.1201028,0.8798972
662,26914,0.28512305,0.71487695
663,18796,0.2084454,0.7915546
664,81857,0.03418714,0.96581286
665,11851,0.0761986,0.9238014
666,75371,0.20853806,0.79146194
667,76322,0.1592468,0.8407532
668,52414,0.23157763,0.76842237
669,82480,0.1281435,0.8718565
670,49658,0.0584837,0.9415163
671,32222,0.0795076,0.9204924
672,1672,0.1486249,0.8513751
673,91805,0.2842735,0.7157265
674,33212,0.1560641,0.8439359
675,10645,0.138485,0.861515
676,75331,0.14023167,0.85976833
677,7937,0.15354574,0.84645426
678,73893,0.11628914,0.88371086
679,21647,0.16719496,0.83280504
680,21493,0.13932174,0.86067826
681,111187,0.13598996,0.86401004
682,73487,0.1833166,0.8166834
683,33212,0.03629124,0.96370876
684,19608,0.0954592,0.9045408
685,14943,0.2630796,0.7369204
686,7936,0.0557907,0.9442093
687,52597,0.0402493,0.9597507
688,82480,0.10270077,0.89729923
689,110190,0.2614844,0.7385156
690,38417,0.0655188,0.9344812
691,22773,0.1122345,0.8877655
692,24116,0.1550955,0.8449045
693,62767,0.0610207,0.9389793
694,75809,0.06184864,0.93815136
695,86554,0.27255493,0.72744507
696,60785,0.1437581,0.8562419
697,102260,0.0650102,0.9349898
698,51434,0.07667965,0.92332035
699,98246,0.2706617,0.7293383
700,7238,0.10395825,0.89604175
701,3851,0.27785367,0.72214633
702,105571,0.1320336,0.8679664
703,7705,0.28418565,0.71581435
704,56524,0.0464762,0.9535238
705,774,0.0,1.0
706,84174,0.07517076,0.92482924
707,92742,0.1100004,0.8899996
708,17167,0.1237909,0.8762091
709,21008,0.0,1.0
710,14391,0.1716652,0.8283348
711,83506,0.05274683,0.94725317
712,75525,0.10623467,0.89376533
713,18636,0.20485497,0.79514503
714,52655,0.0,1.0
715,94607,0.059634,0.940366
716,60785,0.1713549,0.8286451
717,8293,0.1452369,0.8547631
718,21928,0.0605089,0.9394911
719,84991,0.13031256,0.86968744
720,83338,0.1088029,0.8911971
721,58764,0.0744683,0.9255317
722,94974,0.05412346,0.94587654
723,105309,0.1564195,0.8435805
724,38057,0.0,1.0
725,7629,0.1535244,0.8464756
726,50845,0.2179047,0.7820953
727,98222,0.1371139,0.8628861
728,84923,0.03197604,0.96802396
729,7904,0.06466424,0.93533576
730,10813,0.0,1.0
731,1285,0.0646369,0.9353631
732,45701,0.04149055,0.95850945
733,2080,0.1655761,0.8344239
734,7698,0.1644104,0.8355896
735,2266,0.1015945,0.8984055
736,10236,0.10439664,0.89560336
737,54454,0.1831018,0.8168982
738,48573,0.174494,0.825506
739,110127,0.39001393,0.60998607
740,84306,0.141484,0.858516
741,100577,0.1376075,0.8623925
742,66724,0.0428857,0.9571143
743,23936,0.1130453,0.8869547
744,21493,0.109133,0.890867
745,82691,0.091218,0.908782
746,13620,0.18364304,0.81635696
747,83188,0.07529134,0.92470866
748,46191,0.15364385,0.84635615
749,106159,0.0354244,0.9645756
750,17494,0.0832895,0.9167105
751,44937,0.1620823,0.8379177
752,75282,0.0718565,0.9281435
753,37609,0.04419947,0.95580053
754,92208,0.0,1.0
755,52416,0.07716537,0.92283463
756,21408,0.2674691,0.7325309
757,18944,0.1938593,0.8061407
758,98324,0.1014258,0.8985742
759,66710,0.0207681,0.9792319
760,105212,0.08229893,0.91770107
761,46447,0.240741,0.759259
762,7834,0.2857179,0.7142821
763,83425,0.16485876,0.83514124
764,26677,0.090278,0.909722
765,35303,0.0,1.0
766,1051,0.1551186,0.8448814
767,106462,0.0,1.0
768,29687,0.1798384,0.8201616
769,24157,0.15213394,0.84786606
770,7866,0.0889605,0.9110395
771,54454,0.1333895,0.8666105
772,93238,0.0,1.0
773,54367,0.0279141,0.9720859
774,23153,0.17004716,0.82995284
775,6964,0.0796125,0.9203875
776,52416,0.1521953,0.8478047
777,33061,0.0725827,0.9274173
778,56524,0.02836514,0.97163486
779,52416,0.129347,0.870653
780,85220,0.05084544,0.94915456
781,19683,0.1349952,0.8650048
782,11810,0.10390186,0.89609814
783,19575,0.0796865,0.9203135
784,88932,0.0,1.0
785,54482,0.1602587,0.8397413
786,101843,0.1916226,0.8083774
787,81288,0.2466558,0.7533442
788,7698,0.1737486,0.8262514
789,61972,0.0389461,0.9610539
790,7975,0.0412631,0.9587369
791,101941,0.02716035,0.97283965
792,60887,0.05839497,0.94160503
793,105342,0.14889824,0.85110176
794,57476,0.0634258,0.9365742
795,7918,0.2211127,0.7788873
796,52416,0.04437023,0.95562977
797,7942,0.1242229,0.8757771
798,110132,0.23400885,0.76599115
799,52863,0.0613007,0.9386993
800,26509,0.22983444,0.77016556
801,29687,0.1687862,0.8312138
802,8721,0.17340076,0.82659924
803,107765,0.08256805,0.91743195
804,90445,0.0293274,0.9706726
805,52257,0.1738671,0.8261329
806,86611,0.2213743,0.7786257
807,52414,0.24981946,0.75018054
808,8685,0.2045516,0.7954484
809,100995,0.1592651,0.8407349
810,11725,0.10880494,0.89119506
811,113993,0.03830165,0.96169835
812,75337,0.11316526,0.88683474
813,98474,0.1645025,0.8354975
814,2903,0.1114557,0.8885443
815,101191,0.27702355,0.72297645
816,52268,0.1211889,0.8788111
817,82480,0.1027078,0.8972922
818,91617,0.04321927,0.95678073
819,72052,0.2749988,0.7250012
820,20553,0.05980444,0.94019556
821,24240,0.08562756,0.91437244
822,1896,0.1456193,0.8543807
823,13485,0.0734696,0.9265304
824,36598,0.0919571,0.9080429
825,52692,0.2361325,0.7638675
826,27800,0.0,1.0
827,87553,0.0,1.0
828,50087,0.19334203,0.80665797
829,1672,0.134192,0.865808
830,7487,0.1008655,0.8991345
831,24414,0.0904264,0.9095736
832,64706,0.0575309,0.9424691
833,4435,0.0,1.0
834,93876,0.1071745,0.8928255
835,51366,0.180195,0.819805
836,22370,0.1010561,0.8989439
837,6498,0.1178971,0.8821029
838,71548,0.11511594,0.88488406
