symbol,name,lastsale,netchange,pctchange,volume,marketCap,country,ipoyear,industry,sector,url,wiki_title,wiki_url,company_type,traded_as,founded,headquarters,num_locations,area_served,key_people,services,revenue,operating_income,net_income,total_assets,total_equity,num_employees,subsidiaries,website,founders,formerly,products,isin
ARCC,Ares Capital Corporation Common Stock,$19.84,0.32,1.639%,5030782,14200015744.0,United States,2004.0,Finance: Consumer Services,Finance,/market-activity/stocks/arcc,Centene Corporation,https://en.wikipedia.org/wiki/Centene_Corporation,Public,NYSE: CNCS&P 500 component,1984; 41 years ago (1984),"St. Louis, Missouri, U.S.",,,Sarah London (CEO)Susan Smith (COO),Health care providerPharmacy benefit manager,US$163 billion (2024),US$3.18 billion (2024),US$3.31 billion (2024),US$82.4 billion (2024),US$26.4 billion (2024),"60,500 (2024)",,www.centene.com,"Elizabeth ""Betty"" Brinn",,,
VAC,Marriott Vacations Worldwide Corporation Common Stock,$50.79,3.98,8.502%,799240,1758044603.0,United States,,Real Estate,Finance,/market-activity/stocks/vac,Telus Corporation,https://en.wikipedia.org/wiki/Telus_Corporation,Public,TSX: T (voting)NYSE: TUS&P/TSX 60 component,"1990; 35 years ago (1990) in Edmonton, Alberta, Canada","510 West Georgia Street, Vancouver, British Columbia, Canada",,Worldwide,Darren Entwistle (president and CEO)Doug French (CFO),,CA$20.116 billion (2023),CA$2.362 billion (2023),CA$867 millions (2023),CA$56.136 billions (2023),,"106,400 (2023)",Telus CommunicationsTelus MobilityTelus HealthTelus DigitalTelus Agriculture,www.telus.com,,,"HSPA+, LTE, 5G",CA87971M1032
DAVEW,Dave Inc. Warrants,$0.72,0.02,2.857%,118403,9722939.0,United States,,Finance: Consumer Services,Finance,/market-activity/stocks/davew,Intrusion Inc.,https://en.wikipedia.org/wiki/Intrusion_Inc.,Public,INTZ,1983,"Plano, Texas",,,Tony Scott (CEO),,,,,,,,,https://www.intrusion.com/,"T. Joe Head, G. Ward Paxton",,,
MCB,Metropolitan Bank Holding Corp. Common Stock,$72.95,3.0,4.289%,67204,751239246.0,United States,2017.0,Major Banks,Finance,/market-activity/stocks/mcb,Vistra Corp.,https://en.wikipedia.org/wiki/Vistra_Corp.,Public,NYSE: VSTDJUA componentS&P 500 component,2016; 9 years ago (2016),"Irving, Texas, U.S.",,,Jim Burke (CEO),,US$17.2 billion (2024),US$4.1 billion (2024),,US$37.8 billion (2024),,"approx. 6,850 (December 2024)",TXU EnergyLuminantDynegyHomefield EnergyAmbit EnergyCrius EnergyEnergy Harbor,vistracorp.com,,Vistra Energy Corp.,,
PUK,Prudential Public Limited Company Common Stock,$27.74,0.45,1.649%,991493,35640750679.0,United Kingdom,,Life Insurance,Finance,/market-activity/stocks/puk,Applied Logic Corporation,https://en.wikipedia.org/wiki/Applied_Logic_Corporation,,,"1962; 63 years ago (1962) in Princeton, New Jersey",,,,Richard M. Colgate (president),,,,,,,,,,,,,
HBANL,Huntington Bancshares Incorporated Depositary Shares Each Representing a 1/40th Interest in a Share of 6.875% Series J Non-Cumulative Perpetual Preferred Stock,$25.54,0.06,0.235%,13911,37272839934.0,United States,,Major Banks,Finance,/market-activity/stocks/hbanl,Brighthouse Financial,https://en.wikipedia.org/wiki/Brighthouse_Financial,Public,Nasdaq: BHFS&P 400 component,2017; 8 years ago (2017),"Charlotte, North Carolina, U.S.",,,Chuck Chaplin (Chairman) Eric T. Steigerwalt (CEO),,US$8.503 billion (2020),,,,,"1,500 (December 31, 2021)",,brighthousefinancial.com,,,Life Insurance and Annuities,US10922N1037
ACGLN,Arch Capital Group Ltd. Depositary Shares each Representing a 1/1000th Interest in a 4.550% Non-Cumulative Preferred Share Series G,$17.09,0.13,0.767%,26931,6197277280.0,Bermuda,,Property-Casualty Insurers,Finance,/market-activity/stocks/acgln,Blackstone Inc.,https://en.wikipedia.org/wiki/Blackstone_Inc.,Public,NYSE: BXS&P 500 component,1985; 40 years ago (1985),"345 Park AvenueNew York City, U.S.",,,Stephen Schwarzman (chairman and CEO)Jonathan Gray (president and COO)Joseph Baratta (head of private equity)David Blitzer (chairman of tactical opportunities),,US$13.23 billion (2024),,US$2.44 billion (2024),US$43.5 billion (2024),US$8.21 billion (2024),"4,895 (2024)",Blackstone Credit,blackstone.com,Peter PetersonStephen Schwarzman,,Alternative investmentPrivate equity,
ILLR,Triller Group Inc. Common Stock,$0.4831,0.0413,9.348%,348982,74957708.0,United States,2019.0,Investment Managers,Finance,/market-activity/stocks/illr,StoneX Group Inc.,https://en.wikipedia.org/wiki/StoneX_Group_Inc.,Public,Nasdaq: SNEXS&P 600 Component,1924; 101 years ago (1924),New York,,,Sean O’Connor (CEO)Bill Dunaway (CFO)Stuart Davison (COO),,US$64.38 billion (2023)[citation needed],,US$234.8 million (2023),,,"4,000 (2024)",,www.stonex.com/en/,,INTL FCStone,,
FBP,First BanCorp. New Common Stock,$20.16,0.42,2.128%,1295211,3184008368.0,Puerto Rico,,Major Banks,Finance,/market-activity/stocks/fbp,Pony.ai,https://en.wikipedia.org/wiki/Pony.ai,Public,Nasdaq: PONYSEHK: 2026,December 2016; 8 years ago (2016-12),"Guangzhou, Guangdong, China (headquarters as of 2025) Fremont, California, U.S.",,,James Peng (CEO)Tiancheng Lou (CTO),,,,,,,"1,300 (2024)",,pony.ai,James PengTiancheng Lou,,,
GLXY,Galaxy Digital Inc. Class A Common Stock,$23.42,-0.61,-2.538%,13251818,9148093929.0,United States,,Investment Bankers/Brokers/Service,Finance,/market-activity/stocks/glxy,BCE Inc.,https://en.wikipedia.org/wiki/BCE_Inc.,Public,TSX: BCENYSE: BCES&P/TSX 60 component,1983; 42 years ago (1983),"Verdun, Quebec, Canada",,,"Mirko Bibic (president & CEO)Glen LeBlanc (CFO & vice chair, Atlantic Canada)",,CA$24.41 billion (2024),CA$10.59 billion (2024),CA$375 million (2024),CA$73.49 billion (2024),CA$17.36 billion (2024),"40,390 (2024)",Bell CanadaBell MediaBell Technical SolutionsMaple Leaf Sports & Entertainment (37.5%)Bell MobilityBell AliantVirgin PlusBell InternetBell Satellite TVBell Fibe TVFibeBell MTSLucky MobileThe Source (2009–2024) (Converted to Best Buy Express)Glentel Inc. (50%)Northwestel Ziply Fiber,bce.ca,,Bell Canada Enterprises Inc. (1983–1988),Fixed line and mobile telephonyInternet servicesDigital televisionRadio broadcastingPrint,
MBI,MBIA Inc. Common Stock,$7.62,0.21,2.834%,271342,384761430.0,United States,1987.0,Property-Casualty Insurers,Finance,/market-activity/stocks/mbi,BCE Inc.,https://en.wikipedia.org/wiki/BCE_Inc.,Public,TSX: BCENYSE: BCES&P/TSX 60 component,1983; 42 years ago (1983),"Verdun, Quebec, Canada",,,"Mirko Bibic (president & CEO)Glen LeBlanc (CFO & vice chair, Atlantic Canada)",,CA$24.41 billion (2024),CA$10.59 billion (2024),CA$375 million (2024),CA$73.49 billion (2024),CA$17.36 billion (2024),"40,390 (2024)",Bell CanadaBell MediaBell Technical SolutionsMaple Leaf Sports & Entertainment (37.5%)Bell MobilityBell AliantVirgin PlusBell InternetBell Satellite TVBell Fibe TVFibeBell MTSLucky MobileThe Source (2009–2024) (Converted to Best Buy Express)Glentel Inc. (50%)Northwestel Ziply Fiber,bce.ca,,Bell Canada Enterprises Inc. (1983–1988),Fixed line and mobile telephonyInternet servicesDigital televisionRadio broadcastingPrint,
VEL,Velocity Financial Inc. Common Stock,$18.35,-0.08,-0.434%,56747,713815551.0,United States,2020.0,Finance: Consumer Services,Finance,/market-activity/stocks/vel,MongoDB Inc.,https://en.wikipedia.org/wiki/MongoDB_Inc.,Public,Nasdaq: MDB (Class A)Russell 1000 component,2007; 18 years ago (2007),"Paramount PlazaNew York City, U.S.",,Worldwide,Chirantan “CJ” Desai (CEO) Tom Killalea (chairman),,US$2.01 billion (2025),US$−216 million (2025),US$−129 million (2025),US$3.43 billion (2025),US$2.78 billion (2025),"5,558 (2025)",,mongodb.com,Kevin P. Ryan Eliot Horowitz Dwight Merriman,"10gen, Inc. (2007–2013)",MongoDB,
FFWM,First Foundation Inc. Common Stock,$5.32,0.33,6.613%,1002459,440945013.0,United States,,Major Banks,Finance,/market-activity/stocks/ffwm,"Trex Company, Inc.","https://en.wikipedia.org/wiki/Trex_Company,_Inc.",Public company,NYSE: TREXS&P 400 component,August 1996; 29 years ago (1996-08),"Winchester, Virginia, U.S.",,"United States, International",Bryan H. Fairbanks (president and CEO) James E. Cline (Chairman of the Board),,US$ 1.2 billion (2024),US$ 305 million (2024),US$ 226 million (2024),US$ 1.3 million (2024),,"1,838 (December 31, 2024)",,trex.com,,,"decking, railing, fascia, cladding, fencing, fasteners, outdoor lighting",
C,Citigroup Inc. Common Stock,$98.70,1.07,1.096%,14357891,176600569893.0,United States,,Major Banks,Finance,/market-activity/stocks/c,Blackstone Inc.,https://en.wikipedia.org/wiki/Blackstone_Inc.,Public,NYSE: BXS&P 500 component,1985; 40 years ago (1985),"345 Park AvenueNew York City, U.S.",,,Stephen Schwarzman (chairman and CEO)Jonathan Gray (president and COO)Joseph Baratta (head of private equity)David Blitzer (chairman of tactical opportunities),,US$13.23 billion (2024),,US$2.44 billion (2024),US$43.5 billion (2024),US$8.21 billion (2024),"4,895 (2024)",Blackstone Credit,blackstone.com,Peter PetersonStephen Schwarzman,,Alternative investmentPrivate equity,
BMO,Bank Of Montreal Common Stock,$121.17,1.25,1.042%,527766,86794891321.0,Canada,,Commercial Banks,Finance,/market-activity/stocks/bmo,Royal Bank of Canada,https://en.wikipedia.org/wiki/Royal_Bank_of_Canada,Public,TSX: RY NYSE: RY S&P/TSX 60 component,"1864; 161 years ago (1864) in Halifax, Nova Scotia","Montreal, Quebec, Canada Toronto, Ontario, Canada[note 1]",,,David I. McKay (president and CEO),Asset managementBankingCommoditiesCredit cardsEquities tradingInsuranceInvestment managementMortgage loansPrivate equityWealth management,CA$57.34 billion (2024),,CA$16.24 billion (2024),CA$2.172 trillion (2024),CA$127.09 billion (2024),"94,838 (2024)",City National BankRBC BankRBC Royal TrustRoyal Bank of Trinidad and TobagoBrewin Dolphin,rbc.com,,,,CA7800871021
GDOT,Green Dot Corporation Class A Common Stock $0.001 par value,$11.80,0.85,7.763%,902142,653984473.0,United States,2010.0,Finance: Consumer Services,Finance,/market-activity/stocks/gdot,Senstar Corporation,https://en.wikipedia.org/wiki/Senstar_Corporation,Public,Nasdaq: SNT,1981,"Ottawa, Canada",,Worldwide,"Fabien Haubert, CEOJeremy Weese, CTOAlicia Kelly, CFOMatthieu Currat, COO",,,,,,,,,www.senstar.com,,,Video management softwarePerimeter intrusion detection systemsNetwork video recordersVideo analyticsAccess control,
GAB,Gabelli Equity Trust Inc. (The) Common Stock,$6.01,0.1,1.692%,474122,1765841450.0,United States,1986.0,Investment Managers,Finance,/market-activity/stocks/gab,Vici Properties,https://en.wikipedia.org/wiki/Vici_Properties,Public,NYSE: VICIS&P 500 component,"October 6, 2017; 8 years ago (2017-10-06) in Paradise, Nevada, U.S.","New York City, U.S.",,,Edward B. Pitoniak (CEO),,US$3.85 billion (2024),,US$2.72 billion (2024),US$45.4 billion (2024),US$26.9 billion (2024),27 (2024),,viciproperties.com,,,,US9256521090
ONIT,Onity Group Inc. Common Stock,$43.50,0.94,2.209%,44157,350561019.0,United States,,Finance: Consumer Services,Finance,/market-activity/stocks/onit,"Trex Company, Inc.","https://en.wikipedia.org/wiki/Trex_Company,_Inc.",Public company,NYSE: TREXS&P 400 component,August 1996; 29 years ago (1996-08),"Winchester, Virginia, U.S.",,"United States, International",Bryan H. Fairbanks (president and CEO) James E. Cline (Chairman of the Board),,US$ 1.2 billion (2024),US$ 305 million (2024),US$ 226 million (2024),US$ 1.3 million (2024),,"1,838 (December 31, 2024)",,trex.com,,,"decking, railing, fascia, cladding, fencing, fasteners, outdoor lighting",
MAIN,Main Street Capital Corporation Common Stock,$55.56,0.05,0.09%,791065,4977483889.0,United States,2007.0,Finance/Investors Services,Finance,/market-activity/stocks/main,Lopez Holdings Corporation,https://en.wikipedia.org/wiki/Lopez_Holdings_Corporation,Public,PSE: LPZ,"June 8, 1993; 32 years ago (June 8, 1993)","4/F Benpres Building, Exchange Road cor. Meralco Ave., Ortigas Center, Pasig City, Metro Manila, Philippines (1993–2019) 16/F North Tower, Rockwell Business Center Sheridan, Sheridan corner United Sts., Bgy. Highway Hills, Mandaluyong, Metro Manila, Philippines (2019–present)",,Worldwide,"Federico R. Lopez (Chairman and Chief Executive Officer) Martin L. Lopez (Vice-Chairman) Salvador Tirona (President, CCO and CFO)",,PHP 107.28 billion (2020),PHP 18.07 billion (2020),PHP 13.18 billion (2020),PHP 401.5 billion (2023),PHP 201.02 billion (2020),,ABS-CBN CorporationManila Electric Company (3.95% interest)First Philippine Holdings CorporationFirst Gen Corporation First Philec Corporation First Philippine Industrial ParkRockwell Land Corporation,lopezlink.phwww.lopez-holdings.ph,"Eugenio Lopez, Sr. and Fernando Lopez, Sr.",Benpres Holdings Corporation (1993–2019)[a],,
TRV,The Travelers Companies Inc. Common Stock,$290.07,2.22,0.771%,1781335,64704005369.0,United States,,Property-Casualty Insurers,Finance,/market-activity/stocks/trv,MongoDB Inc.,https://en.wikipedia.org/wiki/MongoDB_Inc.,Public,Nasdaq: MDB (Class A)Russell 1000 component,2007; 18 years ago (2007),"Paramount PlazaNew York City, U.S.",,Worldwide,Chirantan “CJ” Desai (CEO) Tom Killalea (chairman),,US$2.01 billion (2025),US$−216 million (2025),US$−129 million (2025),US$3.43 billion (2025),US$2.78 billion (2025),"5,558 (2025)",,mongodb.com,Kevin P. Ryan Eliot Horowitz Dwight Merriman,"10gen, Inc. (2007–2013)",MongoDB,
WFC,Wells Fargo & Company Common Stock,$83.11,0.71,0.862%,16141382,260889316286.0,United States,,Major Banks,Finance,/market-activity/stocks/wfc,The J.M. Smucker Company,https://en.wikipedia.org/wiki/The_J.M._Smucker_Company,Public,NYSE: SJMS&P 500 component,1897; 128 years ago (1897),"1 Strawberry Lane, Orrville, Ohio, United States",,Worldwide,"Mark Smucker (chairman, president, and CEO)",,US$8.73 billion (2025),−US$674 million (2025),−US$1.2 billion (2025),US$17.6 billion (2025),US$6.08 billion (2025),"8,000 (2025)",Big Heart Pet BrandsHostess Brands,jmsmucker.com,Jerome Monroe Smucker,,"Consumer foods, pet food, coffee",
CHCO,City Holding Company Common Stock,$122.11,3.24,2.726%,105336,1759440374.0,United States,,Major Banks,Finance,/market-activity/stocks/chco,Hub Power Company,https://en.wikipedia.org/wiki/Hub_Power_Company,Public,PSX: HUBC KSE 100 component KSE 30 component,1991; 34 years ago (1991),"Karachi, Pakistan",,Pakistan,Kamran Kamal (CEO)Habibullah Khan (Chairman),,,,Rs. 70.018 billion (US$240 million) (2024),,Rs. 190.368 billion (US$660 million) (2024),801 (2024),Hub Power Services Limited Narowal Energy Limited Laraib Energy Limited (74.95%) Thar Energy Limited (60%) Prime International Oil & Gas Company Limited (50%) China Power Hub Operating Company Limited (49%) China Power Hub Generation Company Limited (47.5%) ThalNova Power (38.3%) Mega Motor Company (50%),hubpower.com,,,,
PRENW,Prenetics Global Limited Warrant,$0.0264,0.0062,30.693%,4582,344097.0,Hong Kong,,Blank Checks,Finance,/market-activity/stocks/prenw,Hertz Global Holdings,https://en.wikipedia.org/wiki/Hertz_Global_Holdings,Public,Nasdaq: HTZS&P 600 component,"1918; 107 years ago (1918) in Chicago, Illinois, U.S.","Estero, Florida, U.S.",,,Gil West (CEO)Justin Keppy (COO),,US$9.05 billion (2024),US$−1.2 billion (2024),US$−2.9 billion (2024),US$21.8 billion (2024),US$153 million (2024),"c. 26,000 (2024)",Dollar Rent A CarFirefly Car RentalThrifty Car Rental,hertz.com,Walter L. Jacobs,,,
NNI,Nelnet Inc. Common Stock,$127.77,3.03,2.429%,77230,4591175126.0,United States,2003.0,Finance: Consumer Services,Finance,/market-activity/stocks/nni,Oklo Inc.,https://en.wikipedia.org/wiki/Oklo_Inc.,Public,NYSE: OKLO,2013; 12 years ago (2013),"Santa Clara, California, U.S.",,Worldwide,,,,,,,,100 (2024),,oklo.com,Jacob DeWitte Caroline DeWitte,,Aurora Powerhouse Reactor,
BHFAN,Brighthouse Financial Inc. Depositary shares each representing a 1/1000th interest in a share of 5.375% Non-Cumulative Preferred Stock Series C,$13.05,0.31,2.433%,69376,746084382.0,United States,,Life Insurance,Finance,/market-activity/stocks/bhfan,StoneX Group Inc.,https://en.wikipedia.org/wiki/StoneX_Group_Inc.,Public,Nasdaq: SNEXS&P 600 Component,1924; 101 years ago (1924),New York,,,Sean O’Connor (CEO)Bill Dunaway (CFO)Stuart Davison (COO),,US$64.38 billion (2023)[citation needed],,US$234.8 million (2023),,,"4,000 (2024)",,www.stonex.com/en/,,INTL FCStone,,
CZWI,Citizens Community Bancorp Inc. Common Stock,$16.72,0.14,0.844%,24535,161510936.0,United States,2006.0,Savings Institutions,Finance,/market-activity/stocks/czwi,"Strategic Education, Inc.","https://en.wikipedia.org/wiki/Strategic_Education,_Inc.",Public,Nasdaq: STRAS&P 600 component,,"Herndon, Virginia, U.S.",,,Robert S. Silberman(executive chairman)Karl McDonnell (CEO)Daniel W. Jackson (CFO),Online education,"US$ 1,027,700,000 (2020)","US$ 94,400,000 (2020)","US$ 39,300,000 (2020)",,,"3,076 (2019)",,strategiceducation.com,,,,
BLX,Banco Latinoamericano de Comercio Exterior S.A.,$44.58,0.68,1.549%,123715,1640134756.0,Panama,1992.0,Commercial Banks,Finance,/market-activity/stocks/blx,UCC Ueshima Coffee Co.,https://en.wikipedia.org/wiki/UCC_Ueshima_Coffee_Co.,Kabushiki Kaisha,,1933; 92 years ago (1933),"7-7-7 Minatojima-Nakamachi, Chuo-ku, Kobe, Hyōgo, Japan",,,,,¥138.5 billion (2015),,,,,799 (2015),,www.ucc.jp,Tadao Ueshima,,,
CRVL,CorVel Corp. Common Stock,$73.85,2.16,3.013%,201784,3784587184.0,United States,,Specialty Insurers,Finance,/market-activity/stocks/crvl,Digital World Acquisition Corp.,https://en.wikipedia.org/wiki/Digital_World_Acquisition_Corp.,Public,Nasdaq: DWAC (2021–2024),11 December 2020; 4 years ago (2020-12-11),,,,,,,,,,,,,dwacspac.com,,,,
APLD,Applied Digital Corporation Common Stock,$21.09,-0.28,-1.31%,36748495,5898575104.0,United States,2022.0,Finance: Consumer Services,Finance,/market-activity/stocks/apld,Senstar Corporation,https://en.wikipedia.org/wiki/Senstar_Corporation,Public,Nasdaq: SNT,1981,"Ottawa, Canada",,Worldwide,"Fabien Haubert, CEOJeremy Weese, CTOAlicia Kelly, CFOMatthieu Currat, COO",,,,,,,,,www.senstar.com,,,Video management softwarePerimeter intrusion detection systemsNetwork video recordersVideo analyticsAccess control,
EBMT,Eagle Bancorp Montana Inc. Common Stock,$16.35,0.25,1.553%,27447,130018094.0,United States,2010.0,Major Banks,Finance,/market-activity/stocks/ebmt,Organigram Inc.,https://en.wikipedia.org/wiki/Organigram_Inc.,,Nasdaq: OGI TSX: OGI,,"1400-145 King Street West, Toronto, Canada",,,,,"US$247,177,000 (2024)",,,,,875 (2024),,organigram.ca,,,,
FIBK,First Interstate BancSystem Inc. Common Stock (DE),$31.42,0.82,2.68%,976713,3232823092.0,United States,2010.0,Major Banks,Finance,/market-activity/stocks/fibk,Fortis Inc.,https://en.wikipedia.org/wiki/Fortis_Inc.,Public,TSX: FTSNYSE: FTSS&P/TSX 60 component,1987; 38 years ago (1987),"St. John's, Newfoundland and Labrador, Canada",,,"David Hutchens, President & CEO",,CA$11.5 billion (2024),CA$3.29 billion (2024),CA$1.83 billion (2024),CA$73.5 billion (2024),CA$23.8 billion (2024),"9,800 (2024)",,www.fortisinc.com,Angus Bruneau,,"Electricity, Natural Gas",
FITBI,Fifth Third Bancorp Depositary Shares,$25.59,0.07,0.274%,32885,16915291169.0,United States,,Major Banks,Finance,/market-activity/stocks/fitbi,Glacier Bancorp,https://en.wikipedia.org/wiki/Glacier_Bancorp,Public,NYSE: GBCIS&P 400 componentRussell 2000 Index component,1990; 35 years ago (1990),"49 Commons LoopKalispell, Montana, U.S.",221,"Arizona, Colorado, Idaho, Montana, Nevada, Utah, Washington, and Wyoming",Randall M. Chesler (president & CEO)Craig A. Lange (chairman),"Retail bankingBusiness bankingReal estate, commercial, agriculture, and consumer loansMortgage origination and loan servicing",US$ 82.8 million (2022),US$ 79.6 million (2022),US$ 303 million (2022),US$ 26.6 billion (2022),US$ 1.816 billion (2022),3552 (2022),,glacierbancorp.com,,,,
VABK,Virginia National Bankshares Corporation Common Stock,$39.14,0.87,2.273%,18687,211087460.0,United States,,Major Banks,Finance,/market-activity/stocks/vabk,MGIC Investment Corporation,https://en.wikipedia.org/wiki/MGIC_Investment_Corporation,Public,NYSE: MTGS&P 400 component,1957,"Milwaukee, Wisconsin, U.S.",,,,,,,,,,,,www.mgic.com,Max H. Karl,,,
