symbol,name,lastsale,netchange,pctchange,volume,marketCap,country,ipoyear,industry,sector,url,wiki_title,wiki_url,company_type,traded_as,founded,headquarters,num_locations,area_served,key_people,services,revenue,operating_income,net_income,total_assets,total_equity,num_employees,subsidiaries,website,founders,formerly,products,isin
ARCC,Ares Capital Corporation Common Stock,$19.84,0.32,1.639%,5030782,14200015744.0,United States,2004.0,Finance: Consumer Services,Finance,/market-activity/stocks/arcc,Fortress Investment Group,https://en.wikipedia.org/wiki/Fortress_Investment_Group,Private,,1998; 27 years ago (1998),"1345 Avenue of the AmericasNew York City, U.S.",,,Peter L. Briger (Executive chairman)Drew McNight (co-CEO)Jack Neumark (President),,,,,,,885 plus 199 investment professionals (September 2022),,fortress.com,Wesley R. EdensRob KauffmanRandal A. NardonePete BrigerMichael Novogratz,,"Investment Management Firm: Private Equity, Credit Funds, Railroads, Hedge Funds and Traditional Asset Management",
VAC,Marriott Vacations Worldwide Corporation Common Stock,$50.79,3.98,8.502%,799240,1758044603.0,United States,,Real Estate,Finance,/market-activity/stocks/vac,United Microelectronics Corporation,https://en.wikipedia.org/wiki/United_Microelectronics_Corporation,Public,TWSE: 2303NYSE: UMC,1980; 45 years ago (1980),"Hsinchu Science Park Hsinchu, Taiwan",,,"Stan Hung, ChairmanSC Chien, Co-presidentJason Wang, Co-president",,NT$176.821 billion (2020),NT$22.007 billion or NT$21.931 billion (2020),NT$27.18 billion or NT$20.852 billion (2020),,,"19,577 (2020)",,umc.com,Robert Tsao,,,
DAVEW,Dave Inc. Warrants,$0.72,0.02,2.857%,118403,9722939.0,United States,,Finance: Consumer Services,Finance,/market-activity/stocks/davew,Fortis Inc.,https://en.wikipedia.org/wiki/Fortis_Inc.,Public,TSX: FTSNYSE: FTSS&P/TSX 60 component,1987; 38 years ago (1987),"St. John's, Newfoundland and Labrador, Canada",,,"David Hutchens, President & CEO",,CA$11.5 billion (2024),CA$3.29 billion (2024),CA$1.83 billion (2024),CA$73.5 billion (2024),CA$23.8 billion (2024),"9,800 (2024)",,www.fortisinc.com,Angus Bruneau,,"Electricity, Natural Gas",
MCB,Metropolitan Bank Holding Corp. Common Stock,$72.95,3.0,4.289%,67204,751239246.0,United States,2017.0,Major Banks,Finance,/market-activity/stocks/mcb,AES Corporation,https://en.wikipedia.org/wiki/AES_Corporation,Public,NYSE: AESS&P 500 component,"January 28, 1981; 44 years ago (1981-01-28)","Arlington, Virginia, U.S.",,Worldwide,Jay Morse (chairman)Andres Gluski (president & CEO),,US$12.7 billion (2023),,US$249 million (2023),US$44.8 billion (2023),US$2.49 billion (2023),"c. 9,600 (2023)",,aes.com,Roger SantDennis Bakke,"Applied Energy Services, Inc. (1981–2000)",Electricity,
PUK,Prudential Public Limited Company Common Stock,$27.74,0.45,1.649%,991493,35640750679.0,United Kingdom,,Life Insurance,Finance,/market-activity/stocks/puk,Yeti Holdings,https://en.wikipedia.org/wiki/Yeti_Holdings,Public,NYSE: YETIS&P 400 component,2006; 19 years ago (2006),"Austin, Texas, U.S.",,,,,US$1.66 billion (2023),,US$169.9 million (2023),,,,,yeti.com,Ryan and Roy Seiders,,"Coolers, drinkware, gear",US98585X1046
HBANL,Huntington Bancshares Incorporated Depositary Shares Each Representing a 1/40th Interest in a Share of 6.875% Series J Non-Cumulative Perpetual Preferred Stock,$25.54,0.06,0.235%,13911,37272839934.0,United States,,Major Banks,Finance,/market-activity/stocks/hbanl,Ball Corporation,https://en.wikipedia.org/wiki/Ball_Corporation,Public,NYSE: BALLS&P 500 component,1880; 145 years ago (1880),"Westminster, Colorado, U.S.",,,Ronald J. Lewis (CEO),,US$11.8 billion (2024),US$763 million (2024),US$4.01 billion (2024),US$17.6 billion (2024),US$5.86 billion (2024),"c. 16,000 (2024)",,ball.com,,,"Metal containers, packaging,",US0584981064
ACGLN,Arch Capital Group Ltd. Depositary Shares each Representing a 1/1000th Interest in a 4.550% Non-Cumulative Preferred Share Series G,$17.09,0.13,0.767%,26931,6197277280.0,Bermuda,,Property-Casualty Insurers,Finance,/market-activity/stocks/acgln,Digital World Acquisition Corp.,https://en.wikipedia.org/wiki/Digital_World_Acquisition_Corp.,Public,Nasdaq: DWAC (2021–2024),11 December 2020; 4 years ago (2020-12-11),,,,,,,,,,,,,dwacspac.com,,,,
ILLR,Triller Group Inc. Common Stock,$0.4831,0.0413,9.348%,348982,74957708.0,United States,2019.0,Investment Managers,Finance,/market-activity/stocks/illr,"Valhi, Inc.","https://en.wikipedia.org/wiki/Valhi,_Inc.",Public,NYSE: VHIRussell 2000 Index component,1987,"Dallas, Texas, U.S.",,,"Robert D. Graham, Vice Chairman of the Board, President and CEO",,US$2.296 Billion (FY 2021),US$ 257.8 Million (FY 2021),US$ 127.2 Million (FY 2021),US$3.005 Billion (FY 2021),US$1.158 Billion (FY 2021),"2,847",,Valhi.net,,,"titanium dioxide pigments (TiO2), security products, recreational marine products, real estate, water distribution, insurance",
FBP,First BanCorp. New Common Stock,$20.16,0.42,2.128%,1295211,3184008368.0,Puerto Rico,,Major Banks,Finance,/market-activity/stocks/fbp,Changyou.com,https://en.wikipedia.org/wiki/Changyou.com,,Nasdaq: CYOU,"August 6, 2007 (2007-08-06)",Cayman Islands,,,,,,,,,,,,changyou.com,,,,
GLXY,Galaxy Digital Inc. Class A Common Stock,$23.42,-0.61,-2.538%,13251818,9148093929.0,United States,,Investment Bankers/Brokers/Service,Finance,/market-activity/stocks/glxy,"Calumet, Inc.","https://en.wikipedia.org/wiki/Calumet,_Inc.",Public,Nasdaq: CLMT,1919,"Indianapolis, Indiana",,,,,,,,,,,,www.calumetspecialty.com,,,Oil and solvents,
MBI,MBIA Inc. Common Stock,$7.62,0.21,2.834%,271342,384761430.0,United States,1987.0,Property-Casualty Insurers,Finance,/market-activity/stocks/mbi,"Trex Company, Inc.","https://en.wikipedia.org/wiki/Trex_Company,_Inc.",Public company,NYSE: TREXS&P 400 component,August 1996; 29 years ago (1996-08),"Winchester, Virginia, U.S.",,"United States, International",Bryan H. Fairbanks (president and CEO) James E. Cline (Chairman of the Board),,US$ 1.2 billion (2024),US$ 305 million (2024),US$ 226 million (2024),US$ 1.3 million (2024),,"1,838 (December 31, 2024)",,trex.com,,,"decking, railing, fascia, cladding, fencing, fasteners, outdoor lighting",
VEL,Velocity Financial Inc. Common Stock,$18.35,-0.08,-0.434%,56747,713815551.0,United States,2020.0,Finance: Consumer Services,Finance,/market-activity/stocks/vel,"Strategic Education, Inc.","https://en.wikipedia.org/wiki/Strategic_Education,_Inc.",Public,Nasdaq: STRAS&P 600 component,,"Herndon, Virginia, U.S.",,,Robert S. Silberman(executive chairman)Karl McDonnell (CEO)Daniel W. Jackson (CFO),Online education,"US$ 1,027,700,000 (2020)","US$ 94,400,000 (2020)","US$ 39,300,000 (2020)",,,"3,076 (2019)",,strategiceducation.com,,,,
FFWM,First Foundation Inc. Common Stock,$5.32,0.33,6.613%,1002459,440945013.0,United States,,Major Banks,Finance,/market-activity/stocks/ffwm,"PCM, Inc.","https://en.wikipedia.org/wiki/PCM,_Inc.",,,"1987; 38 years ago (1987) in Marina Del Rey, California, United States as Creative Computers Inc.","El Segundo, California, United States",,United States,,,,,,,,,,,"Frank Khulusi, Sam Khulusi","Creative Computers, Inc. (1987–2000)IdeaMall, Inc. (2000–2001)PC Mall, Inc. (2001–2012)","Computer hardware, Consumer electronics, Information technology",
C,Citigroup Inc. Common Stock,$98.70,1.07,1.096%,14357891,176600569893.0,United States,,Major Banks,Finance,/market-activity/stocks/c,"Trex Company, Inc.","https://en.wikipedia.org/wiki/Trex_Company,_Inc.",Public company,NYSE: TREXS&P 400 component,August 1996; 29 years ago (1996-08),"Winchester, Virginia, U.S.",,"United States, International",Bryan H. Fairbanks (president and CEO) James E. Cline (Chairman of the Board),,US$ 1.2 billion (2024),US$ 305 million (2024),US$ 226 million (2024),US$ 1.3 million (2024),,"1,838 (December 31, 2024)",,trex.com,,,"decking, railing, fascia, cladding, fencing, fasteners, outdoor lighting",
BMO,Bank Of Montreal Common Stock,$121.17,1.25,1.042%,527766,86794891321.0,Canada,,Commercial Banks,Finance,/market-activity/stocks/bmo,Reinsurance Group of America,https://en.wikipedia.org/wiki/Reinsurance_Group_of_America,Public,NYSE: RGAS&P 400 Component,1973 (1973),"Chesterfield, Missouri, United States",,,Tony Cheng (CEO),,"$22.1 billion (2024*) *As of December 31, 2024",,$717 million (2024*),$118.7 billion (2024*),,4000 (2023),,www.rgare.com,,,"Life reinsurance, living benefits reinsurance, health reinsurance, underwriting, financial solutions",US7593516047
GDOT,Green Dot Corporation Class A Common Stock $0.001 par value,$11.80,0.85,7.763%,902142,653984473.0,United States,2010.0,Finance: Consumer Services,Finance,/market-activity/stocks/gdot,JBT Corporation,https://en.wikipedia.org/wiki/JBT_Corporation,Public,NYSE: JBTMS&P 600 component,"1884 (as the Bean Spray Pump Company)1928 (as Food Machinery Corporation)2001 (spun off in FMC Technologies, Inc) 2008 (divested as JBT Corporation)2025 JBT Marel Corporation","Three First National PlazaChicago, Illinois, United States",,,Brian A. Deck (CEO)Árni Sigurdsson (President),,"$2,166 Million USD (2022)",,$130.7 Million USD (2022),,,"approx 5,200 (2023)",,www.jbtc.com,,,"Food and beverage processing, automated guided vehicle systems",
GAB,Gabelli Equity Trust Inc. (The) Common Stock,$6.01,0.1,1.692%,474122,1765841450.0,United States,1986.0,Investment Managers,Finance,/market-activity/stocks/gab,Brighthouse Financial,https://en.wikipedia.org/wiki/Brighthouse_Financial,Public,Nasdaq: BHFS&P 400 component,2017; 8 years ago (2017),"Charlotte, North Carolina, U.S.",,,Chuck Chaplin (Chairman) Eric T. Steigerwalt (CEO),,US$8.503 billion (2020),,,,,"1,500 (December 31, 2021)",,brighthousefinancial.com,,,Life Insurance and Annuities,US10922N1037
ONIT,Onity Group Inc. Common Stock,$43.50,0.94,2.209%,44157,350561019.0,United States,,Finance: Consumer Services,Finance,/market-activity/stocks/onit,"Micro Electronics, Inc.","https://en.wikipedia.org/wiki/Micro_Electronics,_Inc.",Private,,,"Hilliard, Ohio, U.S.",,,John Baker,,,,,,,,,microcenter.com,,,,
MAIN,Main Street Capital Corporation Common Stock,$55.56,0.05,0.09%,791065,4977483889.0,United States,2007.0,Finance/Investors Services,Finance,/market-activity/stocks/main,Telus Corporation,https://en.wikipedia.org/wiki/Telus_Corporation,Public,TSX: T (voting)NYSE: TUS&P/TSX 60 component,"1990; 35 years ago (1990) in Edmonton, Alberta, Canada","510 West Georgia Street, Vancouver, British Columbia, Canada",,Worldwide,Darren Entwistle (president and CEO)Doug French (CFO),,CA$20.116 billion (2023),CA$2.362 billion (2023),CA$867 millions (2023),CA$56.136 billions (2023),,"106,400 (2023)",Telus CommunicationsTelus MobilityTelus HealthTelus DigitalTelus Agriculture,www.telus.com,,,"HSPA+, LTE, 5G",CA87971M1032
TRV,The Travelers Companies Inc. Common Stock,$290.07,2.22,0.771%,1781335,64704005369.0,United States,,Property-Casualty Insurers,Finance,/market-activity/stocks/trv,Digital World Acquisition Corp.,https://en.wikipedia.org/wiki/Digital_World_Acquisition_Corp.,Public,Nasdaq: DWAC (2021–2024),11 December 2020; 4 years ago (2020-12-11),,,,,,,,,,,,,dwacspac.com,,,,
WFC,Wells Fargo & Company Common Stock,$83.11,0.71,0.862%,16141382,260889316286.0,United States,,Major Banks,Finance,/market-activity/stocks/wfc,Phillips Edison & Company,https://en.wikipedia.org/wiki/Phillips_Edison_%26_Company,Public,Nasdaq: PECOS&P 600 Component,1991 (1991),"11501 Northlake Drive, Cincinnati, Ohio",,United States,Jeffery Edison (CEO)John Caufield (CFO),,US$519.4 million (2021),,US$17.23 million (2021),US$4.668 billion (2021),US$2.476 billion (2021),290,,phillipsedison.com,,,,
CHCO,City Holding Company Common Stock,$122.11,3.24,2.726%,105336,1759440374.0,United States,,Major Banks,Finance,/market-activity/stocks/chco,Principal Financial Group,https://en.wikipedia.org/wiki/Principal_Financial_Group,Public,Nasdaq: PFGS&P 500 component,1879; 146 years ago (1879),"Des Moines, Iowa, U.S.",,Global,Deanna Strable-Soethout (CEO),,"US$14.263 Billion (Fiscal Year Ended December 31, 2021)","US$2.084 Billion (Fiscal Year Ended December 31, 2021)","US$1.711 Billion (Fiscal Year Ended December 31, 2021)","US$304.657 Billion (Fiscal Year Ended December 31, 2021)","US$16.125 Billion (Fiscal Year Ended December 31, 2021)","~18,600 (As of December 31, 2022)",Principal Mutual Fund,principal.com,Edward Temple,,retirement planning insurance asset management,
PRENW,Prenetics Global Limited Warrant,$0.0264,0.0062,30.693%,4582,344097.0,Hong Kong,,Blank Checks,Finance,/market-activity/stocks/prenw,Helix Energy Solutions Group,https://en.wikipedia.org/wiki/Helix_Energy_Solutions_Group,Public company,NYSE: HLXS&P 600 Component,1980 (as Cal Dive Intl.),"Houston, Texas, United States",,,"Owen Kratz, President and CEO",,$873 Million USD (2022),$68 Million USD (2022),$88 Million USD (2019),,,"2,280 (2022)",,helixesg.com,,,Well Intervention OperationsRemotely Operated Vehicle OperationsOil Exploration and ProductionOffshore Production Facilities,
NNI,Nelnet Inc. Common Stock,$127.77,3.03,2.429%,77230,4591175126.0,United States,2003.0,Finance: Consumer Services,Finance,/market-activity/stocks/nni,"Navan, Inc.","https://en.wikipedia.org/wiki/Navan,_Inc.",Public,Nasdaq: NAVN,March 2015; 10 years ago (March 2015),"Palo Alto, California, United States",,Worldwide,Ariel Cohen (CEO)Ilan Twig (CTO)Amy Butte (CFO),,,,,,,"3,000 (2022)",,navan.com,Ariel CohenIlan Twig,,,
BHFAN,Brighthouse Financial Inc. Depositary shares each representing a 1/1000th interest in a share of 5.375% Non-Cumulative Preferred Stock Series C,$13.05,0.31,2.433%,69376,746084382.0,United States,,Life Insurance,Finance,/market-activity/stocks/bhfan,MongoDB Inc.,https://en.wikipedia.org/wiki/MongoDB_Inc.,Public,Nasdaq: MDB (Class A)Russell 1000 component,2007; 18 years ago (2007),"Paramount PlazaNew York City, U.S.",,Worldwide,Chirantan “CJ” Desai (CEO) Tom Killalea (chairman),,US$2.01 billion (2025),US$−216 million (2025),US$−129 million (2025),US$3.43 billion (2025),US$2.78 billion (2025),"5,558 (2025)",,mongodb.com,Kevin P. Ryan Eliot Horowitz Dwight Merriman,"10gen, Inc. (2007–2013)",MongoDB,
CZWI,Citizens Community Bancorp Inc. Common Stock,$16.72,0.14,0.844%,24535,161510936.0,United States,2006.0,Savings Institutions,Finance,/market-activity/stocks/czwi,"Affirm Holdings, Inc.","https://en.wikipedia.org/wiki/Affirm_Holdings,_Inc.",Public,Nasdaq: AFRM (Class A)Russell 1000 component,2012; 13 years ago (2012),"650 California Street, San Francisco, California, United States",,"United States, Canada, United Kingdom","Max Levchin (chair, CEO)Libor Michalek (president)Michael Linford (COO)Robert O'Hare (CFO)","Buy now, pay laterDebit cardSavings account",US$3.22 billion (2025),US$−87 million (2025),US$52 million (2025),US$11.15 billion (2025),US$3.07 billion (2025),"2,206 (2025)",,www.affirm.com,Max LevchinNathan GettingsJeffrey KaditzAlex Rampell,,List of products Adaptive CheckoutAdaptAISplit PayAffirm CardAffirm Money Account,US00827B1061
BLX,Banco Latinoamericano de Comercio Exterior S.A.,$44.58,0.68,1.549%,123715,1640134756.0,Panama,1992.0,Commercial Banks,Finance,/market-activity/stocks/blx,Davao Light and Power Company,https://en.wikipedia.org/wiki/Davao_Light_and_Power_Company,Subsidiary,,1929; 96 years ago (1929),Philippines,Davao City,Davao CityDavao del NorteDavao de Oro,"Engr. Enriczar T. Tia, COO",,,,,,,,,,P. H. Frank,,,
CRVL,CorVel Corp. Common Stock,$73.85,2.16,3.013%,201784,3784587184.0,United States,,Specialty Insurers,Finance,/market-activity/stocks/crvl,Organigram Inc.,https://en.wikipedia.org/wiki/Organigram_Inc.,,Nasdaq: OGI TSX: OGI,,"1400-145 King Street West, Toronto, Canada",,,,,"US$247,177,000 (2024)",,,,,875 (2024),,organigram.ca,,,,
APLD,Applied Digital Corporation Common Stock,$21.09,-0.28,-1.31%,36748495,5898575104.0,United States,2022.0,Finance: Consumer Services,Finance,/market-activity/stocks/apld,Telus Corporation,https://en.wikipedia.org/wiki/Telus_Corporation,Public,TSX: T (voting)NYSE: TUS&P/TSX 60 component,"1990; 35 years ago (1990) in Edmonton, Alberta, Canada","510 West Georgia Street, Vancouver, British Columbia, Canada",,Worldwide,Darren Entwistle (president and CEO)Doug French (CFO),,CA$20.116 billion (2023),CA$2.362 billion (2023),CA$867 millions (2023),CA$56.136 billions (2023),,"106,400 (2023)",Telus CommunicationsTelus MobilityTelus HealthTelus DigitalTelus Agriculture,www.telus.com,,,"HSPA+, LTE, 5G",CA87971M1032
EBMT,Eagle Bancorp Montana Inc. Common Stock,$16.35,0.25,1.553%,27447,130018094.0,United States,2010.0,Major Banks,Finance,/market-activity/stocks/ebmt,Fortis Inc.,https://en.wikipedia.org/wiki/Fortis_Inc.,Public,TSX: FTSNYSE: FTSS&P/TSX 60 component,1987; 38 years ago (1987),"St. John's, Newfoundland and Labrador, Canada",,,"David Hutchens, President & CEO",,CA$11.5 billion (2024),CA$3.29 billion (2024),CA$1.83 billion (2024),CA$73.5 billion (2024),CA$23.8 billion (2024),"9,800 (2024)",,www.fortisinc.com,Angus Bruneau,,"Electricity, Natural Gas",
FIBK,First Interstate BancSystem Inc. Common Stock (DE),$31.42,0.82,2.68%,976713,3232823092.0,United States,2010.0,Major Banks,Finance,/market-activity/stocks/fibk,Blackstone Inc.,https://en.wikipedia.org/wiki/Blackstone_Inc.,Public,NYSE: BXS&P 500 component,1985; 40 years ago (1985),"345 Park AvenueNew York City, U.S.",,,Stephen Schwarzman (chairman and CEO)Jonathan Gray (president and COO)Joseph Baratta (head of private equity)David Blitzer (chairman of tactical opportunities),,US$13.23 billion (2024),,US$2.44 billion (2024),US$43.5 billion (2024),US$8.21 billion (2024),"4,895 (2024)",Blackstone Credit,blackstone.com,Peter PetersonStephen Schwarzman,,Alternative investmentPrivate equity,
FITBI,Fifth Third Bancorp Depositary Shares,$25.59,0.07,0.274%,32885,16915291169.0,United States,,Major Banks,Finance,/market-activity/stocks/fitbi,TreeHouse Foods,https://en.wikipedia.org/wiki/TreeHouse_Foods,Public,NYSE: THSS&P 600 component,2005; 20 years ago (2005),"Oak Brook, Illinois, United States",,,,,$3.45 billion USD (2023),,,,,"7,500 (2023)",,www.treehousefoods.com,,,Private label grocery products,
VABK,Virginia National Bankshares Corporation Common Stock,$39.14,0.87,2.273%,18687,211087460.0,United States,,Major Banks,Finance,/market-activity/stocks/vabk,United Microelectronics Corporation,https://en.wikipedia.org/wiki/United_Microelectronics_Corporation,Public,TWSE: 2303NYSE: UMC,1980; 45 years ago (1980),"Hsinchu Science Park Hsinchu, Taiwan",,,"Stan Hung, ChairmanSC Chien, Co-presidentJason Wang, Co-president",,NT$176.821 billion (2020),NT$22.007 billion or NT$21.931 billion (2020),NT$27.18 billion or NT$20.852 billion (2020),,,"19,577 (2020)",,umc.com,Robert Tsao,,,
GOCO,GoHealth Inc. Class A Common Stock,$2.57,0.27,11.739%,23941,73794980.0,United States,2020.0,Specialty Insurers,Finance,/market-activity/stocks/goco,"Calumet, Inc.","https://en.wikipedia.org/wiki/Calumet,_Inc.",Public,Nasdaq: CLMT,1919,"Indianapolis, Indiana",,,,,,,,,,,,www.calumetspecialty.com,,,Oil and solvents,
SCHW,Charles Schwab Corporation (The) Common Stock,$90.51,0.02,0.022%,8266318,160830547053.0,United States,,Investment Bankers/Brokers/Service,Finance,/market-activity/stocks/schw,Par Pacific Holdings,https://en.wikipedia.org/wiki/Par_Pacific_Holdings,Public,AMEX: PARRS&P 600 component,,"Houston, Texas, U.S.",,,William Monteleone(President & CEO),,US$ 1.865 billion (2016),US$-16.494 million (2016),US$-45.835 million (2016),US$ 403.108 million (2016),,863,,parpacific.com,,,"Oil, natural gas, petroleum",
BOC,Boston Omaha Corporation Class A Common Stock,$12.53,0.32,2.621%,201582,394111528.0,United States,2022.0,Real Estate,Finance,/market-activity/stocks/boc,Par Pacific Holdings,https://en.wikipedia.org/wiki/Par_Pacific_Holdings,Public,AMEX: PARRS&P 600 component,,"Houston, Texas, U.S.",,,William Monteleone(President & CEO),,US$ 1.865 billion (2016),US$-16.494 million (2016),US$-45.835 million (2016),US$ 403.108 million (2016),,863,,parpacific.com,,,"Oil, natural gas, petroleum",
CZNC,Citizens & Northern Corp Common Stock,$19.66,0.61,3.202%,57971,349984823.0,United States,,Major Banks,Finance,/market-activity/stocks/cznc,Senstar Corporation,https://en.wikipedia.org/wiki/Senstar_Corporation,Public,Nasdaq: SNT,1981,"Ottawa, Canada",,Worldwide,"Fabien Haubert, CEOJeremy Weese, CTOAlicia Kelly, CFOMatthieu Currat, COO",,,,,,,,,www.senstar.com,,,Video management softwarePerimeter intrusion detection systemsNetwork video recordersVideo analyticsAccess control,
