symbol,name,lastsale,netchange,pctchange,volume,marketCap,country,ipoyear,industry,sector,url,wiki_title,wiki_url,company_type,traded_as,founded,headquarters,num_locations,area_served,key_people,services,revenue,operating_income,net_income,total_assets,total_equity,num_employees,subsidiaries,website,founders,formerly,products,isin
CWBC,Community West Bancshares Common Stock,$22.23,0.91,4.268%,195449.0,425891854.0,United States,,Major Banks,Finance,/market-activity/stocks/cwbc,,,,,,,,,,,,,,,,,,,,,,
GS,Goldman Sachs Group Inc. (The) Common Stock,$774.03,0.33,0.043%,2282463.0,232153665369.0,United States,1999.0,Investment Bankers/Brokers/Service,Finance,/market-activity/stocks/gs,,,,,,,,,,,,,,,,,,,,,,
HOPE,Hope Bancorp Inc. Common Stock,$10.35,0.38,3.811%,853243.0,1326727522.0,United States,,Major Banks,Finance,/market-activity/stocks/hope,,,,,,,,,,,,,,,,,,,,,,
EFSI,Eagle Financial Services Inc Common Stock,$36.00,1.28,3.687%,15143.0,193548456.0,United States,,Major Banks,Finance,/market-activity/stocks/efsi,,,,,,,,,,,,,,,,,,,,,,
COFS,ChoiceOne Financial Services Inc. Common Stock,$29.98,1.33,4.642%,264901.0,450411485.0,United States,,Major Banks,Finance,/market-activity/stocks/cofs,,,,,,,,,,,,,,,,,,,,,,
CRCL,Circle Internet Group Inc. Class A Common Stock,$71.33,4.4,6.574%,19397990.0,16796473906.0,United States,2025.0,Finance: Consumer Services,Finance,/market-activity/stocks/crcl,,,,,,,,,,,,,,,,,,,,,,
FBIZ,First Business Financial Services Inc. Common Stock,$51.54,1.67,3.349%,25507.0,429032257.0,United States,,Major Banks,Finance,/market-activity/stocks/fbiz,,,,,,,,,,,,,,,,,,,,,,
OMF,OneMain Holdings Inc. Common Stock,$59.79,1.98,3.425%,1128770.0,7039190899.0,United States,2013.0,Finance: Consumer Services,Finance,/market-activity/stocks/omf,,,,,,,,,,,,,,,,,,,,,,
MCHB,Mechanics Bancorp Class A Common Stock,$13.67,0.4,3.014%,221068.0,3023990596.0,United States,2012.0,Major Banks,Finance,/market-activity/stocks/mchb,,,,,,,,,,,,,,,,,,,,,,
BMRC,Bank of Marin Bancorp Common Stock,$26.37,0.955,3.758%,95396.0,424416870.0,United States,,Major Banks,Finance,/market-activity/stocks/bmrc,,,,,,,,,,,,,,,,,,,,,,
DGICA,Donegal Group Inc. Class A Common Stock,$19.75,0.25,1.282%,97478.0,723670830.0,United States,,Property-Casualty Insurers,Finance,/market-activity/stocks/dgica,,,,,,,,,,,,,,,,,,,,,,
EFSC,Enterprise Financial Services Corporation Common Stock,$54.07,1.47,2.795%,143966.0,2001179850.0,United States,,Major Banks,Finance,/market-activity/stocks/efsc,,,,,,,,,,,,,,,,,,,,,,
AAME,Atlantic American Corporation Common Stock,$2.34,-0.03,-1.266%,16678.0,47729514.0,United States,,Life Insurance,Finance,/market-activity/stocks/aame,,,,,,,,,,,,,,,,,,,,,,
AROW,Arrow Financial Corporation Common Stock,$30.32,1.05,3.587%,83272.0,498535175.0,United States,,Major Banks,Finance,/market-activity/stocks/arow,,,,,,,,,,,,,,,,,,,,,,
SGD,Safe and Green Development Corporation Common Stock,$0.8857,0.0557,6.711%,745381.0,8012415.0,United States,,Real Estate,Finance,/market-activity/stocks/sgd,,,,,,,,,,,,,,,,,,,,,,
BANX,ArrowMark Financial Corp. Common Stock,$21.19,-0.04,-0.188%,19234.0,150504645.0,United States,,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/banx,,,,,,,,,,,,,,,,,,,,,,
STEP,StepStone Group Inc. Class A Common Stock,$60.53,1.16,1.954%,700650.0,7158154500.0,United States,2020.0,Investment Managers,Finance,/market-activity/stocks/step,,,,,,,,,,,,,,,,,,,,,,
MTG,MGIC Investment Corporation Common Stock,$28.29,0.29,1.036%,1053561.0,6329632352.0,United States,1991.0,Property-Casualty Insurers,Finance,/market-activity/stocks/mtg,,,,,,,,,,,,,,,,,,,,,,
PRAA,PRA Group Inc. Common Stock,$15.54,0.3,1.969%,496144.0,606299969.0,United States,2002.0,Finance: Consumer Services,Finance,/market-activity/stocks/praa,,,,,,,,,,,,,,,,,,,,,,
WBS,Webster Financial Corporation Common Stock,$57.64,1.84,3.297%,1088691.0,9296772950.0,United States,,Major Banks,Finance,/market-activity/stocks/wbs,,,,,,,,,,,,,,,,,,,,,,
INTR,Inter & Co. Inc. Class A Common Shares,$8.27,-0.12,-1.43%,3011372.0,3636353494.0,Brazil,,Commercial Banks,Finance,/market-activity/stocks/intr,,,,,,,,,,,,,,,,,,,,,,
MC,Moelis & Company Class A Common Stock,$62.72,1.89,3.107%,890781.0,4912277879.0,United States,2014.0,Investment Managers,Finance,/market-activity/stocks/mc,,,,,,,,,,,,,,,,,,,,,,
BACC,Blue Acquisition Corp. Class A Ordinary Shares,$10.295,-0.005,-0.049%,37160.0,0.0,United States,2025.0,Blank Checks,Finance,/market-activity/stocks/bacc,,,,,,,,,,,,,,,,,,,,,,
MOGO,Mogo Inc. Common Shares,$1.16,0.05,4.505%,170062.0,27803518.0,Canada,,Finance: Consumer Services,Finance,/market-activity/stocks/mogo,,,,,,,,,,,,,,,,,,,,,,
WAFDP,WaFd Inc. Depositary Shares,$16.52,0.01,0.061%,15900.0,1267100553.0,United States,,Major Banks,Finance,/market-activity/stocks/wafdp,,,,,,,,,,,,,,,,,,,,,,
ATMCW,AlphaTime Acquisition Corp Warrant,$0.0652,0.0,0.00%,5.0,0.0,United States,2023.0,Blank Checks,Finance,/market-activity/stocks/atmcw,,,,,,,,,,,,,,,,,,,,,,
PCM,PCM Fund Inc. Common Stock,$6.14,0.0,0.00%,37911.0,0.0,United States,1993.0,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/pcm,,,,,,,,,,,,,,,,,,,,,,
BTDR,Bitdeer Technologies Group Class A Ordinary Shares,$10.29,0.14,1.379%,9013186.0,2024517873.0,Singapore,,Finance: Consumer Services,Finance,/market-activity/stocks/btdr,,,,,,,,,,,,,,,,,,,,,,
PNC,PNC Financial Services Group Inc. (The) Common Stock,$186.99,3.45,1.88%,2391028.0,73329708752.0,United States,,Major Banks,Finance,/market-activity/stocks/pnc,,,,,,,,,,,,,,,,,,,,,,
CARV,Carver Bancorp Inc. Common Stock,$1.59,0.05,3.247%,127531.0,8101454.0,United States,,Savings Institutions,Finance,/market-activity/stocks/carv,,,,,,,,,,,,,,,,,,,,,,
FCNCA,First Citizens BancShares Inc. Class A Common Stock,$1868.49,46.46,2.55%,121959.0,23235704556.0,United States,,Major Banks,Finance,/market-activity/stocks/fcnca,,,,,,,,,,,,,,,,,,,,,,
LPLA,LPL Financial Holdings Inc. Common Stock,$344.02,1.16,0.338%,729140.0,27534542720.0,United States,2010.0,Investment Bankers/Brokers/Service,Finance,/market-activity/stocks/lpla,,,,,,,,,,,,,,,,,,,,,,
PBFS,Pioneer Bancorp Inc. Common Stock,$13.40,0.38,2.919%,20139.0,336079330.0,United States,2019.0,Banks,Finance,/market-activity/stocks/pbfs,,,,,,,,,,,,,,,,,,,,,,
EG,Everest Group Ltd. Common Stock,$311.34,6.35,2.082%,603116.0,13069448578.0,Bermuda,,Property-Casualty Insurers,Finance,/market-activity/stocks/eg,,,,,,,,,,,,,,,,,,,,,,
TNET,TriNet Group Inc. Common Stock,$57.77,2.91,5.304%,432017.0,2774713955.0,United States,2014.0,Real Estate,Real Estate,/market-activity/stocks/tnet,,,,,,,,,,,,,,,,,,,,,,
UMH,UMH Properties Inc. Common Stock,$15.25,0.35,2.349%,1031830.0,1299767718.0,United States,1994.0,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/umh,,,,,,,,,,,,,,,,,,,,,,
FPI,Farmland Partners Inc. Common Stock,$9.59,0.14,1.481%,420058.0,413305552.0,United States,2014.0,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/fpi,,,,,,,,,,,,,,,,,,,,,,
UNIT,Uniti Group Inc. Common Stock,$5.975,0.115,1.962%,2305196.0,1428242042.0,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/unit,,,,,,,,,,,,,,,,,,,,,,
CXW,CoreCivic Inc. Common Stock,$17.07,0.36,2.154%,948535.0,1785260061.0,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/cxw,,,,,,,,,,,,,,,,,,,,,,
FISV,Fiserv Inc. Common Stock,$60.84,1.07,1.79%,8352986.0,32722908805.0,United States,1986.0,Real Estate,Real Estate,/market-activity/stocks/fisv,,,,,,,,,,,,,,,,,,,,,,
APEI,American Public Education Inc. Common Stock,$34.80,-0.37,-1.052%,281833.0,629359044.0,United States,2007.0,Other Consumer Services,Real Estate,/market-activity/stocks/apei,,,,,,,,,,,,,,,,,,,,,,
FRMI,Fermi Inc. Common Stock,$14.34,-1.07,-6.944%,6706804.0,8805123921.0,United States,2025.0,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/frmi,,,,,,,,,,,,,,,,,,,,,,
PDM,Piedmont Realty Trust Inc. Class A Common Stock,$8.23,0.22,2.747%,721688.0,1024793658.0,United States,,Building operators,Real Estate,/market-activity/stocks/pdm,,,,,,,,,,,,,,,,,,,,,,
MA,Mastercard Incorporated Common Stock,$540.40,12.52,2.372%,3807436.0,485276956259.0,United States,2006.0,Real Estate,Real Estate,/market-activity/stocks/ma,,,,,,,,,,,,,,,,,,,,,,
FIS,Fidelity National Information Services Inc. Common Stock,$64.07,1.69,2.709%,3291658.0,33178698449.0,United States,,Real Estate,Real Estate,/market-activity/stocks/fis,,,,,,,,,,,,,,,,,,,,,,
CHGG,Chegg Inc. Common Stock,$0.9501,0.0376,4.121%,1148435.0,103820380.0,United States,2013.0,Other Consumer Services,Real Estate,/market-activity/stocks/chgg,,,,,,,,,,,,,,,,,,,,,,
GIPRW,Generation Income Properties Inc Warrant,$0.08,0.0289,56.556%,600.0,435822.0,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/giprw,,,,,,,,,,,,,,,,,,,,,,
RWTP,Redwood Trust Inc. 9.125% Senior Notes Due 2030,$24.23,-0.03,-0.124%,18856.0,0.0,United States,2025.0,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/rwtp,,,,,,,,,,,,,,,,,,,,,,
BFH,Bread Financial Holdings Inc. Common Stock,$64.70,3.03,4.913%,934821.0,2954305585.0,United States,,Real Estate,Real Estate,/market-activity/stocks/bfh,,,,,,,,,,,,,,,,,,,,,,
IVT,InvenTrust Properties Corp. Common Stock,$28.42,0.56,2.01%,688408.0,2205942780.0,United States,2021.0,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/ivt,,,,,,,,,,,,,,,,,,,,,,
DOC,Healthpeak Properties Inc. Common Stock,$17.84,0.44,2.529%,7124685.0,12397904842.0,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/doc,,,,,,,,,,,,,,,,,,,,,,
XMTR,Xometry Inc. Class A Common Stock,$55.96,0.57,1.029%,727392.0,2867818830.0,United States,2021.0,Real Estate,Real Estate,/market-activity/stocks/xmtr,,,,,,,,,,,,,,,,,,,,,,
STRS,Stratus Properties Inc. Common Stock,$21.05,2.44,13.111%,10276.0,168289403.0,United States,,Homebuilding,Real Estate,/market-activity/stocks/strs,,,,,,,,,,,,,,,,,,,,,,
PRDO,Perdoceo Education Corporation Common Stock,$28.79,-0.375,-1.286%,1098565.0,1851844084.0,United States,,Other Consumer Services,Real Estate,/market-activity/stocks/prdo,,,,,,,,,,,,,,,,,,,,,,
LAUR,Laureate Education Inc. Common Stock,$29.94,0.25,0.842%,1235745.0,4412232710.0,United States,2017.0,Other Consumer Services,Real Estate,/market-activity/stocks/laur,,,,,,,,,,,,,,,,,,,,,,
HQY,HealthEquity Inc. Common Stock,$101.91,1.18,1.171%,698865.0,8780191998.0,United States,2014.0,Real Estate,Real Estate,/market-activity/stocks/hqy,,,,,,,,,,,,,,,,,,,,,,
RELX,RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share),$40.60,1.01,2.551%,2809249.0,74357663892.0,United Kingdom,2015.0,Real Estate,Real Estate,/market-activity/stocks/relx,,,,,,,,,,,,,,,,,,,,,,
CPAY,Corpay Inc. Common Stock,$288.82,11.52,4.154%,630964.0,20205285734.0,United States,,Real Estate,Real Estate,/market-activity/stocks/cpay,,,,,,,,,,,,,,,,,,,,,,
AAT,American Assets Trust Inc. Common Stock,$19.17,0.61,3.287%,358152.0,1172294230.0,United States,2011.0,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/aat,,,,,,,,,,,,,,,,,,,,,,
MFA,MFA Financial Inc.,$9.16,0.22,2.461%,1448623.0,936112639.0,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/mfa,,,,,,,,,,,,,,,,,,,,,,
LRN,Stride Inc. Common Stock,$65.57,-0.19,-0.289%,1873001.0,2875810172.0,United States,,Other Consumer Services,Real Estate,/market-activity/stocks/lrn,,,,,,,,,,,,,,,,,,,,,,
GLPI,Gaming and Leisure Properties Inc. Common Stock,$43.04,0.23,0.537%,2607720.0,12180679040.0,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/glpi,,,,,,,,,,,,,,,,,,,,,,
REG,Regency Centers Corporation Common Stock,$70.87,1.46,2.103%,1184012.0,12962192311.0,United States,1993.0,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/reg,,,,,,,,,,,,,,,,,,,,,,
AMTM,Amentum Holdings Inc. Common Stock,$24.26,-0.12,-0.492%,3223943.0,5903152928.0,United States,2024.0,Real Estate,Real Estate,/market-activity/stocks/amtm,,,,,,,,,,,,,,,,,,,,,,
SLG,SL Green Realty Corp Common Stock,$43.93,0.97,2.258%,1057446.0,3120167172.0,United States,1997.0,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/slg,,,,,,,,,,,,,,,,,,,,,,
ZG,Zillow Group Inc. Class A Common Stock,$69.98,4.27,6.498%,1236548.0,16938703087.0,United States,2011.0,Real Estate,Real Estate,/market-activity/stocks/zg,,,,,,,,,,,,,,,,,,,,,,
