OBJECTID,SE_ANNO_CAD_DATA,INCKEY,COLDETKEY,REPORTNO,STATUS,ADDRTYPE,INTKEY,LOCATION,EXCEPTRSNCODE,EXCEPTRSNDESC,SEVERITYCODE,SEVERITYDESC,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INJURIES,SERIOUSINJURIES,FATALITIES,INCDATE,INCDTTM,JUNCTIONTYPE,SDOT_COLCODE,SDOT_COLDESC,INATTENTIONIND,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,DIAGRAMLINK,REPORTLINK,PEDROWNOTGRNT,SDOTCOLNUM,SPEEDING,STCOLCODE,ST_COLDESC,SEGLANEKEY,CROSSWALKKEY,HITPARKEDCAR,SPDCASENO,Source of the collision report,Source description,Added date,Modified date,SHAREDMICROMOBILITYCD,SHAREDMICROMOBILITYDESC,x,y
32682402,System.Byte[],295362,296462,3812172,Matched,Intersection,28888.0,5TH AVE N AND ROY ST,,,1,Property Damage Only Collision,Pedestrian,2,1,0,1,0,0,0,07/01/2018 12:00:00 AM,7/1/2018 11:00:00 PM,At Intersection (intersection related),24.0,MOTOR VEHCILE STRUCK PEDESTRIAN,,N,Overcast,Dry,Dark - Street Lights On,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\13245371.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3812172.pdf,,,,1.0,Vehicle turning right hits pedestrian,0,523518,N,2018-241012,PTCR,Police Traffic Collision Report,7/9/2018 12:00:00 AM,11/21/2018 12:00:00 AM,,,1267038.54750223,231808.67088142
32705696,System.Byte[],337745,339245,3852127,Matched,Intersection,32672.0,RAINIER AVE S AND S CHARLESTOWN ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,02/05/2021 12:00:00 AM,2/5/2021 5:35:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Overcast,Dry,Dark - Street Lights On,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77185500.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3852127.pdf,Y,,,5.0,Vehicle Strikes Pedalcyclist,0,0,N,21-30697,PTCR,Police Traffic Collision Report,2/11/2021 12:00:00 AM,5/11/2022 12:00:00 AM,,,1280674.3967322,211241.560972348
32655729,System.Byte[],221725,222005,E552347,Matched,Block,,DEXTER AVE N BETWEEN WARD ST AND PROSPECT ST,,,1,Property Damage Only Collision,Right Turn,2,0,0,2,0,0,0,06/10/2016 12:00:00 AM,6/10/2016 5:30:00 PM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55145900.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\E552347.pdf,,,,16.0,From same direction - one right turn - one straight,0,0,N,2016-206507,PTCR,Police Traffic Collision Report,6/22/2016 12:00:00 AM,7/5/2016 12:00:00 AM,,,,
32707252,System.Byte[],336926,338426,EA92416,Matched,Intersection,29582.0,1ST AVE AND VIRGINIA ST,,,1,Property Damage Only Collision,Left Turn,3,0,0,2,0,0,0,12/24/2020 12:00:00 AM,12/24/2020 5:14:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Dark - Street Lights On,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11113300.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EA92416.pdf,,,,28.0,From opposite direction - one left turn - one straight,0,0,N,2020-352685,PTCR,Police Traffic Collision Report,1/12/2021 12:00:00 AM,5/11/2022 12:00:00 AM,,,1268156.84740737,226549.587356031
32653072,System.Byte[],219424,219704,3734113,Matched,Block,,15TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,05/14/2016 12:00:00 AM,5/14/2016 6:53:00 PM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,N,Clear,Dry,Dawn,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\54115500.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3734113.pdf,,,,11.0,From same direction - both going straight - both moving - sideswipe,0,0,N,2016-168964,PTCR,Police Traffic Collision Report,5/19/2016 12:00:00 AM,7/5/2016 12:00:00 AM,,,1276089.2146475,245702.605487645
32720657,System.Byte[],355151,356611,EC88802,Matched,Intersection,32116.0,HARBOR AVE SW AND SW SPOKANE NR ST,,,2,Injury Collision,Left Turn,3,0,0,2,1,0,0,09/27/2022 12:00:00 AM,9/27/2022 8:22:00 AM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\18115500.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EC88802.pdf,,,,28.0,From opposite direction - one left turn - one straight,0,0,N,2022-258528,PTCR,Police Traffic Collision Report,10/18/2022 12:00:00 AM,4/25/2023 12:00:00 AM,,,1260954.94327199,212361.514893502
32625503,System.Byte[],165497,165517,3583570,Matched,Block,,NE 105TH ST BETWEEN 5TH AVE NE AND 8TH AVE NE,,,1,Property Damage Only Collision,Head On,3,0,0,2,0,0,0,03/28/2014 12:00:00 AM,3/28/2014 4:00:00 PM,Mid-Block (not related to intersection),0.0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Unknown,Unknown,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\00000000.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3583570.pdf,,,,30.0,From opposite direction - all others,0,0,N,2014-98949,PTCR,Police Traffic Collision Report,4/9/2014 12:00:00 AM,12/22/2014 12:00:00 AM,,,1273944.6792853,260687.083454981
32643823,System.Byte[],199429,199569,3707636,Matched,Intersection,37374.0,DENSMORE AVE N AND N 85TH ST,,,2,Injury Collision,Sideswipe,5,0,0,2,1,0,0,06/27/2015 12:00:00 AM,6/27/2015 2:26:00 PM,At Intersection (intersection related),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\78147700.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3707636.pdf,,,,11.0,From same direction - both going straight - both moving - sideswipe,0,0,N,15-217481,PTCR,Police Traffic Collision Report,8/10/2015 12:00:00 AM,8/10/2015 12:00:00 AM,,,1269872.46801713,255500.083129674
32628311,System.Byte[],170702,170722,3587341,Matched,Intersection,37338.0,AURORA AVE N AND N 92ND ST,,,1,Property Damage Only Collision,Left Turn,2,0,0,2,0,0,0,06/27/2014 12:00:00 AM,6/27/2014 4:01:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\17115500.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3587341.pdf,,,Y,28.0,From opposite direction - one left turn - one straight,0,0,N,14-206702,PTCR,Police Traffic Collision Report,6/30/2014 12:00:00 AM,11/21/2018 12:00:00 AM,,,1268276.8077275,257399.648955613
32709632,System.Byte[],341354,342854,EB39562,Matched,Block,,15TH AVE NW BETWEEN NW 53RD ST AND NW 54TH ST,,,1,Property Damage Only Collision,Head On,2,0,0,2,0,0,0,06/10/2021 12:00:00 AM,6/10/2021 8:40:00 AM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\54111100.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EB39562.pdf,,,,30.0,From opposite direction - all others,0,0,N,2021-143514,PTCR,Police Traffic Collision Report,7/6/2021 12:00:00 AM,5/11/2022 12:00:00 AM,,,1260282.51613532,247303.921585277
32670510,System.Byte[],247704,248284,E700088,Matched,Block,,RAINIER AVE S BETWEEN S CHARLES N ST AND S CHARLES S ST,,,1,Property Damage Only Collision,Right Turn,2,0,0,2,0,0,0,08/02/2017 12:00:00 AM,8/2/2017 6:00:00 AM,Driveway Junction,11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\81118800.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\E700088.pdf,,,,16.0,From same direction - one right turn - one straight,0,0,N,2017-282952,PTCR,Police Traffic Collision Report,9/10/2017 12:00:00 AM,5/10/2022 12:00:00 AM,,,1276017.81957543,220248.095765576
32643395,System.Byte[],199677,199817,E439080,Matched,Intersection,33676.0,57TH AVE S AND S DAWSON ST,,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,06/30/2015 12:00:00 AM,6/30/2015 9:49:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77181100.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\E439080.pdf,,,,45.0,Vehicle - Pedalcyclist,0,0,N,2015-221034,PTCR,Police Traffic Collision Report,8/12/2015 12:00:00 AM,5/10/2018 12:00:00 AM,,,1287530.78253122,205652.500102624
32672521,System.Byte[],251229,251829,E726171,Matched,Block,,LAKE CITY WAY NE BETWEEN RAVENNA WR AVE NE AND NE 95TH ST,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,10/18/2017 12:00:00 AM,10/18/2017 1:31:00 PM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Raining,Wet,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\22142200.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\E726171.pdf,,,,13.0,From same direction - both going straight - both moving - rear-end,0,0,N,2017-387246,PTCR,Police Traffic Collision Report,10/28/2017 12:00:00 AM,5/10/2022 12:00:00 AM,,,1277862.05285731,257678.085371912
32654540,System.Byte[],218842,219142,3501778,Matched,Block,,LEARY AVE NW BETWEEN NW DOCK PL AND NW IONE PL,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,05/06/2016 12:00:00 AM,5/6/2016 10:44:00 PM,Mid-Block (not related to intersection),0.0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Clear,Dry,Dark - Street Lights On,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\00000000.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3501778.pdf,,,,32.0,One parked--one moving,0,0,Y,16-158231,PTCR,Police Traffic Collision Report,5/10/2016 12:00:00 AM,6/2/2016 12:00:00 AM,,,1259226.12362222,246489.135984451
32650175,System.Byte[],213910,214170,3791355,Matched,Block,,DELRIDGE WAY SW BETWEEN SW HUDSON ST AND PUGET BLVD SW,NEI,"Not Enough Information, or Insufficient Location Information",2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,02/19/2016 12:00:00 AM,2/19/2016 6:30:00 AM,Mid-Block (not related to intersection),0.0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Unknown,Unknown,Unknown,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\00000000.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3791355.pdf,,,,0.0,Vehicle going straight hits pedestrian,0,32933,N,16-59751,CVCR,Citizen Vehicle Collision Report,2/23/2016 12:00:00 AM,5/10/2018 12:00:00 AM,,,1262749.24151383,206695.272711694
32706425,System.Byte[],338742,340242,EB11653,Matched,Intersection,29024.0,BROADWAY E AND E HARRISON ST,,,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,03/01/2021 12:00:00 AM,3/1/2021 3:19:00 PM,At Intersection (intersection related),24.0,MOTOR VEHCILE STRUCK PEDESTRIAN,,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\75247571.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EB11653.pdf,,,,2.0,Vehicle turning left hits pedestrian,0,0,N,2021-50866,PTCR,Police Traffic Collision Report,3/22/2021 12:00:00 AM,5/11/2022 12:00:00 AM,,,1273586.97323693,230427.779743999
32629288,System.Byte[],173858,173878,2797995,Matched,Intersection,29928.0,6TH AVE AND SENECA ST,,,1,Property Damage Only Collision,Angles,7,0,0,2,0,0,0,08/14/2014 12:00:00 AM,8/14/2014 12:53:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77118800.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\2797995.pdf,,,,10.0,Entering at angle,0,0,N,14-269407,PTCR,Police Traffic Collision Report,8/19/2014 12:00:00 AM,11/21/2018 12:00:00 AM,,,1270756.56043404,225541.207194999
32625445,System.Byte[],164895,164915,3577727,Matched,Intersection,27070.0,7TH AVE NE AND NE 45TH ST,,,1,Property Damage Only Collision,Right Turn,2,0,0,2,0,0,0,01/25/2014 12:00:00 AM,1/25/2014 2:30:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Unknown,Unknown,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11111200.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3577727.pdf,,,,16.0,From same direction - one right turn - one straight,0,0,N,14-91015,PTCR,Police Traffic Collision Report,3/31/2014 12:00:00 AM,11/21/2018 12:00:00 AM,,,1273908.20869327,244770.817198694
32648439,System.Byte[],208659,208859,3738187,Matched,Block,,E PINE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,12/01/2015 12:00:00 AM,12/1/2015 11:40:00 AM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear,Wet,Dawn,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\76187700.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3738187.pdf,,,,45.0,Vehicle - Pedalcyclist,10368,0,N,2015-417220,PTCR,Police Traffic Collision Report,12/9/2015 12:00:00 AM,6/1/2016 12:00:00 AM,,,1272790.17989212,227976.925597489
32714094,System.Byte[],347373,348873,EB74845,Matched,Intersection,30410.0,12TH AVE AND E YESLER WAY,,,1,Property Damage Only Collision,Left Turn,2,0,0,2,0,0,0,09/25/2021 12:00:00 AM,9/25/2021 10:07:00 PM,At Intersection (intersection related),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Dark - Street Lights On,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\17145500.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EB74845.pdf,,,,28.0,From opposite direction - one left turn - one straight,0,0,N,2021-253696,PTCR,Police Traffic Collision Report,1/10/2022 12:00:00 AM,5/2/2023 12:00:00 AM,,,1274461.18891783,223006.721176401
32672305,System.Byte[],252296,252896,E730256,Matched,Block,,EAST MARGINAL WAY S BETWEEN 1ST AVE S AND 1ST AV S BR SB,,,1,Property Damage Only Collision,Sideswipe,3,0,0,2,0,0,0,10/09/2017 12:00:00 AM,10/9/2017 9:22:00 PM,Mid-Block (not related to intersection),16.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,N,Clear,Dry,Dark - Street Lights On,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\81168100.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\E730256.pdf,,,,71.0,Same direction -- both turning right -- both moving -- sideswipe,0,0,N,2017-376200,PTCR,Police Traffic Collision Report,11/4/2017 12:00:00 AM,5/10/2022 12:00:00 AM,,,1269774.18289703,203559.432900488
32667292,System.Byte[],246190,246770,3694402,Matched,Block,,AURORA AVE N BETWEEN N 100TH ST AND N 101ST ST,,,1,Property Damage Only Collision,Rear Ended,3,0,0,2,0,0,0,07/14/2017 12:00:00 AM,7/14/2017 7:29:00 PM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\12111100.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3694402.pdf,,,,13.0,From same direction - both going straight - both moving - rear-end,0,0,N,2017-256647,PTCR,Police Traffic Collision Report,8/24/2017 12:00:00 AM,5/10/2022 12:00:00 AM,,,1268302.89233552,259645.557053924
