OBJECTID,SE_ANNO_CAD_DATA,INCKEY,COLDETKEY,REPORTNO,STATUS,ADDRTYPE,INTKEY,LOCATION,EXCEPTRSNCODE,EXCEPTRSNDESC,SEVERITYCODE,SEVERITYDESC,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INJURIES,SERIOUSINJURIES,FATALITIES,INCDATE,INCDTTM,JUNCTIONTYPE,SDOT_COLCODE,SDOT_COLDESC,INATTENTIONIND,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,DIAGRAMLINK,REPORTLINK,PEDROWNOTGRNT,SDOTCOLNUM,SPEEDING,STCOLCODE,ST_COLDESC,SEGLANEKEY,CROSSWALKKEY,HITPARKEDCAR,SPDCASENO,Source of the collision report,Source description,Added date,Modified date,SHAREDMICROMOBILITYCD,SHAREDMICROMOBILITYDESC,x,y
32630641,System.Byte[],175847,175867,3703172,Matched,Intersection,27063.0,BROOKLYN AVE NE AND NE 45TH ST,,,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,09/12/2014 12:00:00 AM,9/12/2014 1:30:00 PM,At Intersection (intersection related),24.0,MOTOR VEHCILE STRUCK PEDESTRIAN,,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\53241371.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3703172.pdf,,,,2.0,Vehicle turning left hits pedestrian,0,524690,N,14-305308,PTCR,Police Traffic Collision Report,9/26/2014 12:00:00 AM,5/4/2015 12:00:00 AM,,,1275495.0999589,244724.87671864
32655186,System.Byte[],219373,219656,3787042,Matched,Block,,S WASHINGTON ST BETWEEN OCCIDENTAL AVE S AND 2ND AVE S,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,04/23/2016 12:00:00 AM,4/23/2016 2:15:00 AM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Dark - Street Lights On,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\30113900.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3787042.pdf,,,,32.0,One parked--one moving,0,0,N,16-140705,PTCR,Police Traffic Collision Report,5/18/2016 12:00:00 AM,6/2/2016 12:00:00 AM,,,1270646.38737793,222784.058392167
32650905,System.Byte[],213698,213958,3780481,Matched,Block,,48TH AVE SW BETWEEN SW GRAHAM ST AND SW EDDY ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,02/16/2016 12:00:00 AM,2/16/2016 11:09:00 PM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,N,Clear,Dry,Dark - Street Lights On,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\67149600.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3780481.pdf,,,,32.0,One parked--one moving,0,0,N,16-57056,PTCR,Police Traffic Collision Report,2/18/2016 12:00:00 AM,4/4/2016 12:00:00 AM,,,1254978.75465788,203191.000836104
32679843,System.Byte[],286939,287819,3811960,Matched,Block,,S DEARBORN ST BETWEEN 7TH AVE S AND 8TH AVE S,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,05/08/2018 12:00:00 AM,5/8/2018 7:18:00 AM,Driveway Junction,51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77517800.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3811960.pdf,,,,5.0,Vehicle Strikes Pedalcyclist,5843,0,N,2018-163116,PTCR,Police Traffic Collision Report,5/15/2018 12:00:00 AM,11/21/2018 12:00:00 AM,,,1272858.61982819,220899.347798243
32678886,System.Byte[],277250,278150,3780787,Matched,Block,,OLSON PL SW BETWEEN 3RD AVE SW AND SW CAMBRIDGE PL,,,2b,Serious Injury Collision,Head On,3,0,0,2,1,1,0,03/04/2018 12:00:00 AM,3/4/2018 3:27:00 PM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Raining,Wet,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\22116400.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3780787.pdf,,,,30.0,From opposite direction - all others,0,0,N,2018-78639,PTCR,Police Traffic Collision Report,3/21/2018 12:00:00 AM,5/30/2018 12:00:00 AM,,,1268378.8500956,193018.705145702
32655470,System.Byte[],219734,220014,E536641,Matched,Block,,MERCER ST BETWEEN PONTIUS AVE N AND YALE AVE N,NEI,"Not Enough Information, or Insufficient Location Information",1,Property Damage Only Collision,Parked Car,0,0,0,2,0,0,0,04/19/2016 12:00:00 AM,4/19/2016 7:00:00 AM,,0.0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Clear,Dry,Dark - Street Lights On,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\00000000.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\E536641.pdf,,,,32.0,One parked--one moving,0,0,N,2016-136837,PTCR,Police Traffic Collision Report,5/24/2016 12:00:00 AM,6/2/2016 12:00:00 AM,,,1271093.47550638,231310.036640897
32674889,System.Byte[],265958,266758,3704007,Matched,Block,,W ARMOUR ST BETWEEN 10TH PL W AND 11TH AVE W,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,01/15/2018 12:00:00 AM,1/15/2018 9:30:00 PM,Mid-Block (not related to intersection),0.0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Unknown,Unknown,Unknown,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\00000000.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3704007.pdf,,,,32.0,One parked--one moving,0,0,Y,18-20634,PTCR,Police Traffic Collision Report,1/18/2018 12:00:00 AM,3/2/2018 12:00:00 AM,,,1261402.39856847,239073.878504857
32638889,System.Byte[],192477,192557,E417263,Matched,Block,,S KING ST BETWEEN 10TH AVE S AND 12TH AVE S,,,1,Property Damage Only Collision,Parked Car,0,0,0,2,0,0,0,04/18/2015 12:00:00 AM,4/18/2015 1:37:00 PM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77149700.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\E417263.pdf,,,,32.0,One parked--one moving,0,0,N,2015-126739,PTCR,Police Traffic Collision Report,5/9/2015 12:00:00 AM,6/4/2015 12:00:00 AM,,,1274029.15403739,221792.643607154
32667652,System.Byte[],244097,244657,E683043,Matched,Intersection,33022.0,EAST MARGINAL WAY S AND S DAWSON ST,,,2,Injury Collision,Left Turn,3,0,0,2,1,0,0,06/19/2017 12:00:00 AM,6/19/2017 6:05:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\43118800.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\E683043.pdf,,,,28.0,From opposite direction - one left turn - one straight,0,0,N,2017-221136,PTCR,Police Traffic Collision Report,7/19/2017 12:00:00 AM,5/10/2022 12:00:00 AM,,,1268841.16664007,206361.000839353
32650779,System.Byte[],212564,212844,3696073,Matched,Block,,35TH AVE NE BETWEEN NE 75TH ST AND NE 77TH ST,,,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,02/01/2016 12:00:00 AM,2/1/2016 12:00:00 PM,Driveway Junction,24.0,MOTOR VEHCILE STRUCK PEDESTRIAN,Y,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77245907.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3696073.pdf,,,,1.0,Vehicle turning right hits pedestrian,0,0,N,16-37958,PTCR,Police Traffic Collision Report,2/2/2016 12:00:00 AM,3/2/2016 12:00:00 AM,,,1281509.99225305,252882.445878997
32621817,System.Byte[],162238,162258,3296599,Matched,Block,,RENTON AVE S BETWEEN S HAZEL ST AND S FOUNTAIN ST,,,1,Property Damage Only Collision,Parked Car,3,0,0,3,0,0,0,02/13/2014 12:00:00 AM,2/13/2014 2:26:00 AM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Raining,Wet,Dark - Street Lights On,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\56149500.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3296599.pdf,,,,32.0,One parked--one moving,0,0,N,14-47242,PTCR,Police Traffic Collision Report,2/18/2014 12:00:00 AM,12/22/2014 12:00:00 AM,,,1289671.95251741,187239.182195783
32679410,System.Byte[],289817,290677,E801640,Matched,Block,,AURORA AVE N BETWEEN N 130TH ST AND N 135TH ST,,,2b,Serious Injury Collision,Rear Ended,4,0,0,2,1,1,0,05/24/2018 12:00:00 AM,5/24/2018 2:47:00 PM,Mid-Block (but intersection related),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\45145900.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\E801640.pdf,,,,14.0,From same direction - both going straight - one stopped - rear-end,0,0,N,2018-186987,PTCR,Police Traffic Collision Report,6/4/2018 12:00:00 AM,11/21/2018 12:00:00 AM,,,1268385.36843161,268124.504262596
32690884,System.Byte[],318263,319763,E914653,Matched,Block,,2ND AVE SW BETWEEN OLSON PL SW AND DEAD END,,,2,Injury Collision,Head On,2,0,0,2,1,0,0,04/25/2019 12:00:00 AM,4/25/2019 11:26:00 AM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\57147700.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\E914653.pdf,,,,24.0,From opposite direction - both moving - head-on,0,0,N,2019-146530,PTCR,Police Traffic Collision Report,5/2/2019 12:00:00 AM,5/11/2022 12:00:00 AM,,,1269135.09880038,193461.234810144
32640709,System.Byte[],194829,194929,E423633,Matched,Intersection,37273.0,DIBBLE AVE NW AND NW 85TH ST,,,2,Injury Collision,Angles,0,0,0,2,1,0,0,05/07/2015 12:00:00 AM,5/7/2015 4:38:00 PM,At Intersection (intersection related),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77141100.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\E423633.pdf,,,,10.0,Entering at angle,0,0,N,2015-149618,PTCR,Police Traffic Collision Report,6/8/2015 12:00:00 AM,6/11/2015 12:00:00 AM,,,1262655.15805775,255692.707769871
32632918,System.Byte[],178964,179004,2896191,Matched,Block,,35TH AVE SW BETWEEN SW EDMUNDS ST AND SW HUDSON ST,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,10/31/2014 12:00:00 AM,10/31/2014 8:59:00 AM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,N,Raining,Wet,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\54115500.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\2896191.pdf,,,,11.0,From same direction - both going straight - both moving - sideswipe,0,0,N,14-364505,PTCR,Police Traffic Collision Report,11/10/2014 12:00:00 AM,5/5/2015 12:00:00 AM,,,1259478.62762249,207490.01524052
32659901,System.Byte[],230508,230908,3762317,Matched,Intersection,37544.0,15TH AVE NE AND NE 89TH ST,,,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,10/09/2016 12:00:00 AM,10/9/2016 2:14:00 AM,At Intersection (intersection related),24.0,MOTOR VEHCILE STRUCK PEDESTRIAN,Y,Y,Raining,Wet,Dark - Street Lights Off,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\13241370.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3762317.pdf,,,,1.0,Vehicle turning right hits pedestrian,0,37544,N,2016-365811,PTCR,Police Traffic Collision Report,12/1/2016 12:00:00 AM,5/10/2018 12:00:00 AM,,,1276238.26079164,256309.422778502
32484279,System.Byte[],367300,368780,ED70204,Matched,Block,,N 107TH ST BETWEEN AURORA N AVE N AND MIDVALE AVE N,,,2,Injury Collision,Sideswipe,3,0,0,2,1,0,0,06/13/2023 12:00:00 AM,6/13/2023 5:50:00 PM,Mid-Block (but intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77117800.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\ED70204.pdf,,,,72.0,Same direction -- both turning right -- one stopped -- sideswipe,0,0,N,2023-164768,PTCR,Police Traffic Collision Report,11/16/2023 12:00:00 AM,12/7/2023 12:00:00 AM,,,1268490.26398371,261496.009343818
32653685,System.Byte[],220437,220717,E546859,Matched,Intersection,27130.0,ROOSEVELT WAY NE AND NE 40TH ALLEY ST,,,1,Property Damage Only Collision,Right Turn,2,0,0,2,0,0,0,05/25/2016 12:00:00 AM,5/25/2016 7:09:00 AM,At Intersection (intersection related),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Overcast,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\56145500.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\E546859.pdf,,,,16.0,From same direction - one right turn - one straight,0,0,N,2016-183059,PTCR,Police Traffic Collision Report,6/3/2016 12:00:00 AM,7/5/2016 12:00:00 AM,,,1274585.83685397,242927.3043648
32720205,System.Byte[],356956,358416,3898745,Matched,Intersection,30515.0,MAYNARD AVE S AND S KING ST,,,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,12/09/2022 12:00:00 AM,12/9/2022 11:12:00 PM,At Intersection (intersection related),24.0,MOTOR VEHCILE STRUCK PEDESTRIAN,,N,Raining,Wet,Dark - Street Lights On,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\17245771.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3898745.pdf,Y,,,2.0,Vehicle turning left hits pedestrian,0,0,N,22-329583,PTCR,Police Traffic Collision Report,12/14/2022 12:00:00 AM,4/4/2023 12:00:00 AM,,,1272396.01080371,221827.565719187
32702486,System.Byte[],333458,334958,EA54838,Matched,Intersection,26066.0,15TH AVE NE AND NE 47TH ST,,,2,Injury Collision,Left Turn,2,0,0,2,1,0,0,08/02/2020 12:00:00 AM,8/2/2020 11:23:00 AM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\54111100.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EA54838.pdf,,,,28.0,From opposite direction - one left turn - one straight,0,0,N,2020-229485,PTCR,Police Traffic Collision Report,8/25/2020 12:00:00 AM,5/11/2022 12:00:00 AM,,,1276079.39231148,245372.772783309
