T1_index,T2_index,cosine_similarity,cosine_distance
243,935,0.9738034,0.0261966
244,188,0.91608316,0.08391684
245,171,0.93415707,0.06584293
246,171,0.9575386,0.0424614
247,559,0.97822243,0.02177757
248,26,0.94049662,0.05950338
249,235,1.0,0.0
250,334,0.78298604,0.21701396
251,171,0.94766444,0.05233556
252,171,0.96534067,0.03465933
253,212,0.94467408,0.05532592
254,270,0.92593646,0.07406354
255,875,0.9428274,0.0571726
256,875,0.9594391,0.0405609
257,243,1.0,0.0
258,453,0.91777015,0.08222985
259,518,0.95424318,0.04575682
260,246,1.0,0.0
261,697,0.91761327,0.08238673
262,935,0.9553839,0.0446161
263,171,0.94136196,0.05863804
264,78,0.88581932,0.11418068
265,875,0.96047378,0.03952622
266,522,0.96583247,0.03416753
267,26,0.9673391,0.0326609
268,30,0.94725591,0.05274409
269,875,0.98617387,0.01382613
270,16,0.90879875,0.09120125
271,477,0.93400109,0.06599891
272,935,0.96975809,0.03024191
273,875,0.98592287,0.01407713
274,862,0.94330382,0.05669618
275,573,0.97468197,0.02531803
276,862,0.91344607,0.08655393
277,78,0.92539764,0.07460236
278,613,0.82408154,0.17591846
279,16,0.95504922,0.04495078
280,612,0.97459352,0.02540648
281,171,0.97211933,0.02788067
282,26,0.94650954,0.05349046
283,910,0.94432682,0.05567318
284,776,0.95819622,0.04180378
285,518,0.90437424,0.09562576
286,26,0.96921039,0.03078961
287,85,0.94550776,0.05449224
288,875,0.97978038,0.02021962
289,875,0.94686574,0.05313426
290,270,0.95690292,0.04309708
291,26,0.90420961,0.09579039
292,171,0.96831196,0.03168804
293,310,0.89854986,0.10145014
294,518,0.97417796,0.02582204
295,875,0.97664243,0.02335757
296,282,1.0,0.0
297,143,0.95659995,0.04340005
298,875,0.97723854,0.02276146
299,270,0.94616592,0.05383408
300,875,0.98942339,0.01057661
301,85,0.95662302,0.04337698
302,935,0.96882439,0.03117561
303,875,0.97410417,0.02589583
304,26,0.98103464,0.01896536
305,875,0.97351807,0.02648193
306,776,0.97151649,0.02848351
307,293,1.0,0.0
308,888,0.9521271,0.0478729
309,171,0.95971596,0.04028404
310,296,0.984541,0.015459
311,26,0.95693469,0.04306531
312,317,0.95550406,0.04449594
313,875,0.98153818,0.01846182
314,612,0.95612532,0.04387468
315,26,0.98546511,0.01453489
316,875,0.95722526,0.04277474
317,392,0.97003096,0.02996904
318,26,0.96650869,0.03349131
319,171,0.97815788,0.02184212
320,817,0.9695031,0.0304969
321,26,0.97838068,0.02161932
322,575,0.92870712,0.07129288
323,875,0.98893476,0.01106524
324,310,1.0,0.0
325,26,0.98442316,0.01557684
326,875,0.97455662,0.02544338
327,6,0.97128379,0.02871621
328,171,0.96563697,0.03436303
329,612,0.95424199,0.04575801
330,875,0.96614301,0.03385699
331,317,1.0,0.0
332,875,0.9779973,0.0220027
333,875,0.97043711,0.02956289
334,320,0.88687176,0.11312824
335,26,0.96153367,0.03846633
336,875,0.97398448,0.02601552
337,875,0.98708087,0.01291913
338,600,0.96604598,0.03395402
339,875,0.98025435,0.01974565
340,862,0.92315578,0.07684421
341,875,0.96472478,0.03527522
342,875,0.97208917,0.02791083
343,441,0.85629892,0.14370108
344,817,0.98246592,0.01753408
345,350,0.97713935,0.02286065
346,332,0.98178971,0.01821029
347,270,0.89664537,0.10335463
348,334,1.0,0.0
349,335,0.9868136,0.0131864
350,549,0.9359178,0.0640822
351,600,0.97929174,0.02070826
352,875,0.98150998,0.01849002
353,875,0.98754114,0.01245886
354,310,0.94953078,0.05046922
355,341,0.91165757,0.08834243
356,875,0.9724263,0.0275737
357,817,0.95840192,0.04159808
358,875,0.96878135,0.03121865
359,26,0.9625833,0.0374167
360,862,0.96075189,0.03924811
361,875,0.97302955,0.02697045
362,875,0.97741747,0.02258253
363,600,0.96604592,0.03395408
364,171,0.98675555,0.01324445
365,875,0.97360164,0.02639836
366,935,0.97054332,0.02945668
367,188,0.95705879,0.04294121
368,188,0.96232241,0.03767759
369,317,0.93312478,0.06687522
370,862,0.96399176,0.03600824
371,518,0.97525448,0.02474552
372,143,0.95490235,0.04509765
373,935,0.95689797,0.04310203
374,860,0.93651271,0.06348729
375,935,0.97854358,0.02145642
376,875,0.94187307,0.05812693
377,26,0.95008957,0.04991043
378,492,0.97220993,0.02779007
379,573,0.97871405,0.02128595
380,350,0.97319746,0.02680254
381,171,0.96408129,0.03591871
382,875,0.9579795,0.0420205
383,909,0.96379328,0.03620672
384,171,0.98279059,0.01720941
385,518,0.96155739,0.03844261
386,875,0.97743577,0.02256423
387,875,0.978939,0.021061
388,875,0.97646046,0.02353954
389,210,0.97997391,0.02002609
390,875,0.96748388,0.03251612
391,817,0.97499478,0.02500522
392,366,0.96083736,0.03916264
393,614,0.97316319,0.02683681
394,171,0.97001588,0.02998412
395,875,0.97287995,0.02712005
396,317,0.96805292,0.03194708
397,875,0.95952302,0.04047698
398,559,0.95057857,0.04942143
399,875,0.96685141,0.03314859
400,85,0.95625848,0.04374152
401,303,0.97835219,0.02164781
402,387,1.0,0.0
403,831,0.96964347,0.03035653
404,875,0.94328094,0.05671906
405,120,0.95345438,0.04654562
406,875,0.97615713,0.02384287
407,171,0.97770727,0.02229273
408,293,0.9856537,0.0143463
409,30,0.96596271,0.03403729
410,26,0.96490955,0.03509045
411,875,0.97435743,0.02564257
412,909,0.97519088,0.02480912
413,171,0.93435121,0.06564879
414,875,0.97979677,0.02020323
415,142,0.97729164,0.02270836
416,875,0.95120144,0.04879856
417,875,0.98559994,0.01440006
418,909,0.97595722,0.02404278
419,788,0.96996284,0.03003716
420,871,0.92105871,0.07894129
421,26,0.95613194,0.04386806
422,875,0.96136558,0.03863442
423,171,0.97293907,0.02706093
424,899,0.95331484,0.04668516
425,909,0.94974995,0.05025005
426,518,0.96125019,0.03874981
427,171,0.96752077,0.03247923
428,413,0.9383353,0.0616647
429,612,0.97102213,0.02897787
430,875,0.9744547,0.0255453
431,171,0.9757455,0.0242545
432,417,1.0,0.0
433,571,0.92826605,0.07173395
434,923,0.9519577,0.0480423
435,26,0.90626007,0.09373993
436,935,0.94534075,0.05465925
437,26,0.95324653,0.04675347
438,712,0.9751249,0.0248751
439,862,0.9790746,0.0209254
440,171,0.950445,0.049555
441,907,0.97809637,0.02190363
442,471,0.95944464,0.04055536
443,428,1.0,0.0
444,629,0.89396656,0.10603344
445,16,0.89721936,0.10278064
446,871,0.93872678,0.06127322
447,432,1.0,0.0
448,350,0.97765541,0.02234459
449,78,0.93474788,0.06525212
450,875,0.98212093,0.01787907
451,612,0.96771556,0.03228444
452,210,0.9580704,0.0419296
453,437,1.0,0.0
454,16,0.94520903,0.05479097
455,613,0.88296288,0.11703712
456,440,1.0,0.0
457,817,0.95359862,0.04640138
458,442,0.98087138,0.01912862
459,171,0.96615303,0.03384697
460,444,1.0,0.0
461,171,0.95612091,0.04387909
462,852,0.96773118,0.03226882
463,447,0.96156424,0.03843576
464,920,0.9763996,0.0236004
465,757,0.94807661,0.05192339
466,900,0.9674865,0.0325135
467,888,0.93347561,0.06652439
468,920,0.95978785,0.04021215
469,920,0.97009468,0.02990532
470,875,0.97871369,0.02128631
471,26,0.96827138,0.03172863
472,935,0.9701972,0.0298028
473,171,0.97323161,0.02676839
474,26,0.97939599,0.02060401
475,26,0.96014839,0.03985161
476,26,0.98615617,0.01384383
477,875,0.96857977,0.03142023
478,308,0.95845002,0.04154998
479,171,0.93711334,0.06288666
480,522,0.95943439,0.04056561
481,518,0.9628669,0.0371331
482,776,0.97022432,0.02977568
483,920,0.9794488,0.0205512
484,171,0.97217536,0.02782464
485,875,0.97147727,0.02852273
486,26,0.97936124,0.02063876
487,471,1.0,0.0
488,303,0.98004973,0.01995027
489,132,0.94132262,0.05867738
490,474,0.96299505,0.03700495
491,862,0.97107696,0.02892304
492,350,0.94545305,0.05454695
493,875,0.96775818,0.03224182
494,180,0.95045912,0.04954088
495,875,0.9420507,0.0579493
496,518,0.94154179,0.05845821
497,875,0.95604908,0.04395092
498,600,0.96768343,0.03231657
499,860,0.96956217,0.03043783
500,518,0.95449626,0.04550374
501,518,0.94733906,0.05266094
502,614,0.98311979,0.01688021
503,559,0.9634763,0.0365237
504,877,0.96741617,0.03258383
505,518,0.96359479,0.03640521
506,875,0.97548604,0.02451396
507,875,0.94730294,0.05269706
508,85,0.98263496,0.01736504
509,776,0.92474711,0.07525289
510,317,0.92443347,0.07556653
511,308,0.9369396,0.0630604
512,85,0.9407044,0.0592956
513,600,0.96516198,0.03483802
514,85,0.93688452,0.06311548
515,26,0.9748624,0.0251376
516,499,0.92317194,0.07682806
517,500,1.0,0.0
518,518,0.95689541,0.04310459
519,518,0.96120477,0.03879523
520,85,0.90926659,0.09073341
521,128,0.9074164,0.0925836
522,171,0.95044923,0.04955077
523,875,0.95459461,0.04540539
524,171,0.95136553,0.04863447
525,935,0.94703496,0.05296504
526,875,0.95156872,0.04843128
527,120,0.90349907,0.09650093
528,935,0.9481644,0.0518356
529,862,0.96489143,0.03510857
530,860,0.95314741,0.04685259
531,85,0.9290061,0.0709939
532,502,1.0,0.0
533,143,0.96461988,0.03538012
534,799,0.90376556,0.09623444
535,522,0.91977584,0.08022416
536,518,0.95852357,0.04147643
537,518,0.97437894,0.02562106
538,852,0.94794816,0.05205184
539,171,0.96508753,0.03491247
540,521,0.92217493,0.07782507
541,196,0.95415723,0.04584277
542,26,0.95899582,0.04100418
543,212,0.93406904,0.06593096
544,143,0.92973459,0.07026541
545,875,0.98265296,0.01734704
546,805,0.96392173,0.03607827
547,875,0.94127214,0.05872786
548,935,0.94305575,0.05694425
549,85,0.94605857,0.05394143
550,920,0.96108115,0.03891885
551,37,0.96582943,0.03417057
552,317,0.9366886,0.0633114
553,532,1.0,0.0
554,875,0.96558356,0.03441644
555,471,0.93657804,0.06342196
556,875,0.97657919,0.02342081
557,518,0.95895505,0.04104495
558,875,0.96460444,0.03539556
559,875,0.97173059,0.02826941
560,762,0.96949482,0.03050518
561,518,0.9508794,0.0491206
562,85,0.95429659,0.04570341
563,875,0.94678074,0.05321926
564,862,0.96489137,0.03510863
565,712,0.98015374,0.01984626
566,85,0.94803643,0.05196357
567,875,0.96215796,0.03784204
568,875,0.95353216,0.04646784
569,547,0.9710291,0.0289709
570,920,0.87763923,0.12236077
571,776,0.94799441,0.05200559
572,614,0.98477614,0.01522386
573,518,0.95967662,0.04032338
574,143,0.95537102,0.04462898
575,875,0.97177756,0.02822244
576,74,0.9333303,0.0666697
577,871,0.94258088,0.05741912
578,518,0.90899366,0.09100634
579,875,0.98807496,0.01192504
580,26,0.97451675,0.02548325
581,559,1.0,0.0
582,875,0.9809345,0.0190655
583,171,0.93800217,0.06199783
584,471,0.90547568,0.09452432
585,143,0.92133176,0.07866824
586,518,0.95384693,0.04615307
587,310,0.89423513,0.10576487
588,566,1.0,0.0
589,171,0.97209817,0.02790183
590,875,0.97353631,0.02646369
591,935,0.95342851,0.04657149
592,600,0.9545058,0.0454942
593,600,0.9545058,0.0454942
594,871,0.9569875,0.0430125
595,871,0.9569875,0.0430125
596,871,0.94808823,0.05191177
597,573,1.0,0.0
598,26,0.95611119,0.04388881
599,171,0.97643304,0.02356696
600,776,0.94960421,0.05039579
601,776,0.94960421,0.05039579
602,909,0.97664172,0.02335828
603,171,0.95392036,0.04607964
604,920,0.89223248,0.10776752
605,920,0.89223248,0.10776752
606,26,0.9537459,0.0462541
607,522,0.95383376,0.04616624
608,571,0.94658268,0.05341732
609,909,0.98247862,0.01752138
610,171,0.96413284,0.03586716
611,875,0.96887499,0.03112501
612,811,0.94898689,0.05101311
613,571,0.95205378,0.04794622
614,776,0.97068989,0.02931011
615,171,0.91086412,0.08913588
616,875,0.96421003,0.03578997
617,36,0.89391345,0.10608655
618,871,0.93875241,0.06124759
619,776,0.94550449,0.05449551
620,776,0.91237354,0.08762646
621,712,0.97479326,0.02520674
622,899,0.95106959,0.04893041
623,26,0.96266878,0.03733122
624,571,0.95565951,0.04434049
625,26,0.9686678,0.0313322
626,128,0.95965606,0.04034394
627,85,0.95984888,0.04015112
628,54,0.91511607,0.08488393
629,875,0.96807194,0.03192806
630,530,0.95682514,0.04317486
631,332,0.97872066,0.02127934
632,492,0.98268986,0.01731014
633,471,0.95162797,0.04837203
634,296,0.91233242,0.08766758
635,85,0.93694234,0.06305766
636,522,0.95122898,0.04877102
637,518,0.93613237,0.06386763
638,611,1.0,0.0
639,612,0.99299914,0.00700086
640,613,1.0,0.0
641,614,0.98418939,0.01581061
642,409,0.88821197,0.11178803
643,935,0.97246695,0.02753305
644,26,0.9646672,0.0353328
645,764,0.93887585,0.06112415
646,776,0.95804006,0.04195994
647,171,0.97262281,0.02737719
648,191,0.88635904,0.11364096
649,36,0.93197876,0.06802124
650,612,0.93817526,0.06182474
651,171,0.9572531,0.0427469
652,860,0.97754276,0.02245724
653,584,0.96777517,0.03222483
654,712,0.98237461,0.01762539
655,518,0.94931978,0.05068022
656,871,0.89520586,0.10479414
657,85,0.95007825,0.04992175
658,612,0.93817526,0.06182474
659,825,0.94082719,0.05917281
660,85,0.94311869,0.05688131
661,171,0.9572531,0.0427469
662,85,0.94311869,0.05688131
663,530,0.89942574,0.10057426
664,776,0.94670391,0.05329609
665,871,0.90317917,0.09682083
666,875,0.96062642,0.03937358
667,613,0.8859992,0.1140008
668,776,0.96379697,0.03620303
669,871,0.95719427,0.04280573
670,171,0.9497658,0.0502342
671,875,0.95212376,0.04787624
672,571,0.93446618,0.06553382
673,612,0.94738245,0.05261755
674,875,0.95212376,0.04787624
675,871,0.95808637,0.04191363
676,559,0.94898093,0.05101907
677,776,0.82896113,0.17103887
678,871,0.95808637,0.04191363
679,871,0.96558458,0.03441542
680,776,0.92680061,0.07319939
681,26,0.96005219,0.03994781
682,584,0.96777517,0.03222483
683,871,0.89284444,0.10715556
684,26,0.98118341,0.01881659
685,191,0.88535559,0.11464441
686,85,0.94638759,0.05361241
687,310,0.9287293,0.0712707
688,871,0.92681795,0.07318205
689,13,0.84563392,0.15436608
690,26,0.98702127,0.01297873
691,85,0.87454122,0.12545878
692,682,0.83607602,0.16392398
693,562,0.97673953,0.02326047
694,310,0.93331033,0.06668967
695,875,0.97171634,0.02828366
696,438,0.9510144,0.0489856
697,85,0.93951869,0.06048131
698,875,0.97719282,0.02280718
699,875,0.9739542,0.0260458
700,871,0.93035233,0.06964767
701,610,0.90456343,0.09543657
702,210,0.97800708,0.02199292
703,871,0.94012058,0.05987942
704,26,0.970038,0.029962
705,171,0.94610977,0.05389023
706,677,0.95085251,0.04914749
707,637,1.0,0.0
708,638,0.90156335,0.09843665
709,171,0.96555823,0.03444177
710,171,0.92120254,0.07879746
711,789,0.97787124,0.02212876
712,875,0.96838152,0.03161848
713,935,0.96158576,0.03841424
714,875,0.97361332,0.02638668
715,221,0.9545362,0.0454638
716,871,0.90525138,0.09474862
717,612,0.95665741,0.04334259
718,776,0.96457016,0.03542984
719,712,0.93605095,0.06394905
720,518,0.94127381,0.05872619
721,171,0.90874791,0.09125209
722,875,0.97886777,0.02113223
723,871,0.95544756,0.04455244
724,871,0.95544756,0.04455244
725,171,0.97186732,0.02813268
726,612,0.92607284,0.07392716
727,221,0.96888167,0.03111833
728,920,0.97819823,0.02180177
729,26,0.95131516,0.04868484
730,350,0.97428709,0.02571291
731,875,0.96890616,0.03109384
732,26,0.98422617,0.01577383
733,518,0.89200175,0.10799825
734,613,0.89313549,0.10686451
735,171,0.96857995,0.03142005
736,532,0.90912181,0.09087819
737,875,0.97367942,0.02632058
738,776,0.97950959,0.02049041
739,171,0.95848441,0.04151559
740,875,0.97167641,0.02832359
741,171,0.97103906,0.02896094
742,875,0.98105192,0.01894808
743,762,0.92419565,0.07580435
744,196,0.98275769,0.01724231
745,673,1.0,0.0
746,875,0.94176453,0.05823547
747,875,0.96499658,0.03500342
748,171,0.94815862,0.05184138
749,85,0.93260479,0.06739521
750,935,0.95038229,0.04961771
751,677,1.0,0.0
752,303,0.99187267,0.00812733
753,471,0.89817178,0.10182822
754,680,1.0,0.0
755,293,0.97990006,0.02009994
756,610,0.90404177,0.09595823
757,634,0.7490896,0.2509104
758,16,0.9561196,0.0438804
759,26,0.97567999,0.02432001
760,935,0.96004307,0.03995693
761,310,0.83288848,0.16711152
762,776,0.94737995,0.05262005
763,26,0.96596849,0.03403151
764,317,0.96074682,0.03925318
765,691,0.87361085,0.12638915
766,692,1.0,0.0
767,935,0.95431322,0.04568678
768,171,0.97393978,0.02606022
769,691,0.9420824,0.0579176
770,875,0.96653503,0.03346497
771,171,0.96181047,0.03818953
772,871,0.93042809,0.06957191
773,85,0.9355191,0.0644809
774,357,0.95764101,0.04235899
775,171,0.9599452,0.0400548
776,285,0.90642381,0.09357619
777,142,0.98624164,0.01375836
778,875,0.9698298,0.0301702
779,117,0.97031778,0.02968222
780,875,0.95792306,0.04207694
781,26,0.93417424,0.06582576
782,875,0.98209679,0.01790321
783,180,0.94088322,0.05911678
784,772,0.95379615,0.04620385
785,704,1.0,0.0
786,875,0.95559645,0.04440355
787,920,0.97429085,0.02570915
788,26,0.96567231,0.03432769
789,708,1.0,0.0
790,171,0.96801084,0.03198916
791,26,0.97525066,0.02474934
792,518,0.95890748,0.04109252
793,712,1.0,0.0
794,875,0.97256911,0.02743089
795,571,0.95530397,0.04469603
796,210,0.96173578,0.03826421
797,852,0.95847148,0.04152852
798,471,0.91278756,0.08721244
799,16,0.94466591,0.05533409
800,518,0.94850552,0.05149448
801,171,0.97413659,0.02586341
802,875,0.95921046,0.04078955
803,758,0.93965489,0.06034511
804,723,0.98449093,0.01550907
805,867,0.93134707,0.06865293
806,171,0.9512502,0.0487498
807,270,0.95693797,0.04306203
808,559,0.95803922,0.04196078
809,612,0.96315414,0.03684586
810,171,0.96153086,0.03846914
811,572,0.96811265,0.03188735
812,26,0.96753406,0.03246594
813,673,0.95265949,0.04734051
814,935,0.97489268,0.02510732
815,899,0.96272135,0.03727865
816,734,0.86669707,0.13330293
817,920,0.9181062,0.0818938
818,831,0.9682709,0.0317291
819,530,0.8607111,0.1392889
820,920,0.96418238,0.03581762
821,739,1.0,0.0
822,559,0.95181078,0.04818922
823,875,0.97763348,0.02236652
824,935,0.97739458,0.02260542
825,24,0.92306304,0.07693696
826,26,0.96243668,0.03756332
827,270,0.93494427,0.06505573
828,171,0.97515053,0.02484947
829,571,0.96851957,0.03148043
830,210,0.97916329,0.02083671
831,438,0.94080388,0.05919612
832,871,0.93078715,0.06921285
833,757,0.97164977,0.02835023
834,920,0.95293689,0.04706311
835,752,0.84814036,0.15185964
836,875,0.9577558,0.0422442
837,78,0.92660534,0.07339466
838,571,0.96715188,0.03284812
839,755,0.99239671,0.00760329
840,86,0.97864318,0.02135682
841,757,1.0,0.0
842,758,1.0,0.0
843,171,0.94820899,0.05179101
844,762,0.92773294,0.07226706
845,920,0.95215297,0.04784703
846,831,0.97484338,0.02515662
847,762,1.0,0.0
848,85,0.94559717,0.05440283
849,875,0.95528448,0.04471552
850,26,0.93884718,0.06115282
851,704,0.9536013,0.0463987
852,767,1.0,0.0
853,768,1.0,0.0
854,36,0.96105146,0.03894854
855,758,0.942671,0.057329
856,875,0.97946978,0.02053022
857,30,0.95342255,0.04657745
858,875,0.95724386,0.04275614
859,612,0.96992874,0.03007126
860,757,0.94232184,0.05767816
861,776,1.0,0.0
862,454,0.95675218,0.04324782
863,888,0.94872171,0.05127829
864,776,0.97265387,0.02734613
865,899,0.97940409,0.02059591
866,935,0.96708322,0.03291678
867,757,0.98341686,0.01658314
868,757,0.95930308,0.04069692
869,784,0.98782593,0.01217407
870,85,0.96633428,0.03366572
871,26,0.95031858,0.04968142
872,888,0.97384405,0.02615595
873,875,0.97216254,0.02783746
874,26,0.97496623,0.02503377
875,831,0.96334243,0.03665757
876,875,0.97171074,0.02828926
877,612,0.96846902,0.03153098
878,831,0.96581018,0.03418982
879,612,0.96908313,0.03091687
880,518,0.97950274,0.02049726
881,796,0.94171488,0.05828512
882,559,0.96006513,0.03993487
883,875,0.96437007,0.03562993
884,799,0.98081464,0.01918536
885,712,0.97516382,0.02483618
